"contrast","ProteinID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CFR - MK","tr|A0A1Q9F687|A0A1Q9F687_SYMMI",-18.9747688032521,11.8592305020326,-4.15942299865423,0.00128839355419777,0.41578454678413,-2.16265723651876
"CFR - MK","tr|A0A1Q9ESJ7|A0A1Q9ESJ7_SYMMI",16.7551058566162,6.28316469623107,4.09856247058255,0.00143749920339255,0.41578454678413,-2.20694587801769
"CFR - MK","FUN_023168-T1",-18.4952194228867,11.5595121393042,-4.09472514009569,0.00144747855163558,0.41578454678413,-2.20975752763847
"CFR - MK","FUN_018248-T1",15.5109774721677,5.81661655206288,4.03493222021452,0.00161256163352599,0.41578454678413,-2.25386161450119
"CFR - MK","FUN_021511-T1",17.8227608466717,6.68353531750189,4.03486306471826,0.00161276342572451,0.41578454678413,-2.25391294299649
"CFR - MK","FUN_011124-T1",-18.180779423306,11.3629871395663,-4.03124672803029,0.00162335209743939,0.41578454678413,-2.25659807842104
"CFR - MK","FUN_001654-T1",-16.9561049866378,13.6583423641029,-4.02056444741366,0.00165505074741378,0.41578454678413,-2.26454140669256
"CFR - MK","FUN_006078-T1",-18.7391329631888,11.711958101993,-4.0071991934581,0.00169561206130763,0.41578454678413,-2.27450442416904
"CFR - MK","FUN_025870-T1",15.2207253269834,5.70777199761879,3.96702528766119,0.0018238161177875,0.41578454678413,-2.3046161727271
"CFR - MK","FUN_025317-T1",-17.6979648602133,11.0612280376333,-3.96572450203905,0.00182813038206909,0.41578454678413,-2.30559527241518
"CFR - MK","FUN_011670-T1",-16.5781806923092,13.2065245919432,-3.95541780182179,0.00186268805072236,0.41578454678413,-2.31336221770198
"CFR - MK","FUN_024132-T1",-16.6854220594018,13.7063879657786,-3.95136370775227,0.00187646490157528,0.41578454678413,-2.31642173839175
"CFR - MK","FUN_010296-T1",-17.465760295622,10.9161001847637,-3.94028853183134,0.00191463862669084,0.41578454678413,-2.32479261725067
"CFR - MK","FUN_022002-T1",-17.5132123067021,10.9457576916888,-3.9222643637077,0.00197848214557507,0.41578454678413,-2.33845548438208
"CFR - MK","FUN_009190-T1",-16.3809120087608,13.2079720017639,-3.91118124786984,0.0020188237820136,0.41578454678413,-2.34688123826002
"CFR - MK","FUN_012643-T1",-17.8547218279514,11.1592011424696,-3.86192408029855,0.00220861540711785,0.41578454678413,-2.38455216188079
"CFR - MK","FUN_014924-T1",-16.2881981070823,13.1610632835826,-3.8603342597029,0.00221503810076054,0.41578454678413,-2.38577409577085
"CFR - MK","FUN_002697-T1",-16.1815312514065,12.9601853565136,-3.85197502118585,0.00224912563933357,0.41578454678413,-2.39220521711085
"CFR - MK","FUN_004443-T1",-17.790224419439,11.1188902621494,-3.85187301458785,0.00224954491735504,0.41578454678413,-2.39228375970277
"CFR - MK","FUN_001096-T1",-17.5786466465873,10.9866541541171,-3.84217412984918,0.00228977933765172,0.41578454678413,-2.39975876335226
"CFR - MK","FUN_018182-T1",2.14386308829004,24.6329506159514,3.84126714602154,0.00229357943100336,0.41578454678413,-2.40045850050982
"CFR - MK","FUN_025085-T1",-17.524655931525,10.9529099572031,-3.83310181989099,0.00232808366823883,0.41578454678413,-2.40676356327704
"CFR - MK","FUN_010193-T1",-17.6479443932541,11.0299652457838,-3.83219953818674,0.00233192901226909,0.41578454678413,-2.40746089228184
"CFR - MK","FUN_000422-T1",-17.781803585918,11.1136272411988,-3.82324739829219,0.00237043646946493,0.41578454678413,-2.41438612227885
"CFR - MK","FUN_007693-T1",-17.8256800331625,11.1410500207265,-3.81965814409572,0.00238605838939245,0.41578454678413,-2.41716605664383
"CFR - MK","FUN_021662-T1",-16.1231848744479,13.1792582194351,-3.79711714070669,0.00248661216697182,0.423458749252724,-2.434668089206
"CFR - MK","tr|A0A1Q9DUE3|A0A1Q9DUE3_SYMMI",-16.0972496156212,13.2724668546958,-3.77581141257571,0.00258565376393443,0.430540081181349,-2.45128000449233
"CFR - MK","FUN_005950-T1",-14.7391511453824,15.1901570848925,-3.75519596847495,0.00268533963083699,0.437418475083948,-2.46741723963973
"CFR - MK","tr|A0A1Q9CWG0|A0A1Q9CWG0_SYMMI",-16.3388949679605,10.2118093549753,-3.72449106055059,0.0028411701313402,0.452955059449619,-2.49156738993601
"CFR - MK","tr|A0A1Q9DSX9|A0A1Q9DSX9_SYMMI",-16.55624767428,10.347654796425,-3.65855327742204,0.0032078740903453,0.49446028466092,-2.54388979666909
"CFR - MK","FUN_010880-T1",-15.5418760457953,12.8244849141347,-3.65423913100061,0.0032334917854511,0.49446028466092,-2.54733482245933
"CFR - MK","FUN_005516-T1",-15.8709172516555,9.9193232822847,-3.56587839730964,0.00380674485027312,0.564605976752742,-2.61847084042918
"CFR - MK","FUN_025372-T1",-17.8264394868844,14.4150368002627,-3.56076871955123,0.0038429073554504,0.564605976752742,-2.62261767730335
"CFR - MK","FUN_010796-T1",2.07307442225009,25.198686458663,3.53322335425273,0.00404397291419976,0.582720943194208,-2.64503413903523
"CFR - MK","tr|A0A1Q9DEZ4|A0A1Q9DEZ4_SYMMI",15.2662653637416,8.96269222739672,3.48708907544714,0.00440503906873418,0.622772787585381,-2.68280850962709
"CFR - MK","tr|A0A1Q9C415|A0A1Q9C415_SYMMI",-16.3279944833832,10.2049965521145,-3.46066223359889,0.00462647368382957,0.63894160097663,-2.70457454050468
"CFR - MK","tr|A0A1Q9EEF6|A0A1Q9EEF6_SYMMI",16.5474868642937,8.44292321381668,3.43343193558511,0.00486648901883825,0.63894160097663,-2.7270982709653
"CFR - MK","FUN_013905-T1",-16.4608824669406,13.9462055970189,-3.42681889428954,0.00492666287553555,0.63894160097663,-2.73258284141463
"CFR - MK","FUN_015856-T1",2.25853536772606,24.8149246066737,3.41825034905115,0.00500575529031314,0.63894160097663,-2.73969761476174
"CFR - MK","FUN_003804-T1",16.0172984912786,10.1802747389052,3.41382990246798,0.00504706110950416,0.63894160097663,-2.74337176285577
"CFR - MK","FUN_022752-T1",-15.7818286534379,9.86364290839867,-3.38603193247415,0.00531485674184768,0.63894160097663,-2.76653378070573
"CFR - MK","FUN_000243-T1",-21.4508164270489,13.4067602669055,-3.38205651342697,0.00535431500520029,0.63894160097663,-2.76985421132331
"CFR - MK","FUN_004866-T1",-15.2609450045871,9.53809062786694,-3.34443520320109,0.0057427444484011,0.63894160097663,-2.80137487013456
"CFR - MK","FUN_002667-T1",-15.9329973970758,9.95812337317238,-3.33920441028371,0.00579896572385905,0.63894160097663,-2.80577131765616
"CFR - MK","FUN_014806-T1",-14.9706562970454,9.3566601856534,-3.32745147922225,0.00592732826745177,0.63894160097663,-2.81566179540843
"CFR - MK","FUN_007225-T1",-15.053982229139,9.40873889321185,-3.32386542951244,0.00596706374190027,0.63894160097663,-2.81868292520794
"CFR - MK","tr|A0A1Q9DPP3|A0A1Q9DPP3_SYMMI",-15.2549448456559,9.53434052853493,-3.32262720751335,0.00598084643983812,0.63894160097663,-2.819726449403
"CFR - MK","FUN_005851-T1",-15.9126898010562,13.0039317767724,-3.30964236891087,0.00612733487969033,0.63894160097663,-2.83068071973369
"CFR - MK","tr|A0A1Q9EJX8|A0A1Q9EJX8_SYMMI",14.7748099634722,9.0898207858081,3.30433136942859,0.0061882914168248,0.63894160097663,-2.83516703392257
"CFR - MK","FUN_018680-T1",-15.6738688194514,12.8627650980673,-3.30425500384749,0.00618917235221285,0.63894160097663,-2.83523156621033
"CFR - MK","tr|A0A1Q9ETY6|A0A1Q9ETY6_SYMMI",15.9002859174427,8.11270351178862,3.27440992895569,0.00654334567665826,0.63894160097663,-2.86050505153582
"CFR - MK","FUN_001724-T1",-16.157451790362,13.4574973712195,-3.26674141416369,0.00663760901166026,0.63894160097663,-2.86701586792183
"CFR - MK","FUN_008015-T1",-15.259431226285,9.5371445164281,-3.2625230229294,0.00669004576879185,0.63894160097663,-2.87060034129656
"CFR - MK","FUN_010196-T1",-15.6278153615379,17.291817036802,-3.25774036602964,0.00675000254374295,0.63894160097663,-2.87466678441574
"CFR - MK","tr|A0A1Q9D3Y0|A0A1Q9D3Y0_SYMMI",14.3807988439269,8.71729367595925,3.25412539344973,0.00679568044872353,0.63894160097663,-2.8777421631443
"CFR - MK","FUN_001322-T1",-16.1148544613394,12.6281820716482,-3.2434853656679,0.00693194305410393,0.63894160097663,-2.88680272547082
"CFR - MK","FUN_004383-T1",-13.2170187681523,13.9886604146073,-3.2328733559383,0.00707059185939001,0.63894160097663,-2.89585232914182
"CFR - MK","FUN_014713-T1",-15.4883671026358,12.6185136459209,-3.23248709915139,0.00707569081347258,0.63894160097663,-2.89618195893888
"CFR - MK","FUN_026134-T1",-15.2817817905656,12.6700656285411,-3.22989509751374,0.00711000371187047,0.63894160097663,-2.89839439882617
"CFR - MK","FUN_010103-T1",-15.1161562045754,15.4616745661933,-3.22278945671938,0.00720493070690223,0.63894160097663,-2.9044634132268
"CFR - MK","tr|A0A1Q9E813|A0A1Q9E813_SYMMI",-15.0657013909352,9.4160633693345,-3.21543279719705,0.00730455712190644,0.63894160097663,-2.91075280914554
"CFR - MK","FUN_008253-T1",-3.1529188961806,26.7150423540905,-3.20334098960811,0.00747133288867566,0.63894160097663,-2.92110353071585
"CFR - MK","FUN_018591-T1",2.51286460576682,23.3541824821722,3.19479343698548,0.00759153305925498,0.63894160097663,-2.92843009917485
"CFR - MK","FUN_020159-T1",-15.2950013076293,9.5593758172683,-3.19225054108934,0.00762766693112886,0.63894160097663,-2.93061130347185
"CFR - MK","FUN_006932-T1",-12.7087913422685,17.3839694206429,-3.17818763694133,0.00783064527918662,0.63894160097663,-2.94268670244627
"CFR - MK","FUN_025496-T1",-9.20325417734007,17.8595558945607,-3.17514308406042,0.00787529987374333,0.63894160097663,-2.94530379603034
"CFR - MK","tr|A8BT22|A8BT22_9DINO",-15.3272606812599,12.5809891984159,-3.16008312220212,0.00809998009945778,0.63894160097663,-2.9582639677416
"CFR - MK","FUN_007298-T1",14.6863810054457,7.48141888147056,3.15957997627545,0.00810759680505956,0.63894160097663,-2.95869737895744
"CFR - MK","FUN_024307-T1",2.38453221686025,23.8315006445902,3.15257402300036,0.00821440512560993,0.63894160097663,-2.96473511515328
"CFR - MK","tr|A0A1Q9DW12|A0A1Q9DW12_SYMMI",18.8037591895159,11.7892048584988,3.13634590761691,0.00846727083317397,0.63894160097663,-2.97874035798579
"CFR - MK","FUN_002113-T1",-15.0014504471291,16.0269323841895,-3.09679137932112,0.00911683510214552,0.63894160097663,-3.01299050520164
"CFR - MK","FUN_010221-T1",-12.5934267082137,16.9158338428483,-3.09321248663381,0.00917801835949929,0.63894160097663,-3.01609724521897
"CFR - MK","tr|A0A1Q9EEC1|A0A1Q9EEC1_SYMMI",-13.7492499561103,8.59328122256895,-3.07168168104625,0.00955488260731028,0.63894160097663,-3.03481418435222
"CFR - MK","FUN_018062-T1",-14.8376344477161,16.0886545247401,-3.06893168438738,0.00960412047882972,0.63894160097663,-3.03720803704095
"CFR - MK","FUN_027693-T1",18.3330022575531,11.6099413655449,3.06109572796362,0.00974581869271796,0.63894160097663,-3.04403317324458
"CFR - MK","FUN_002869-T1",-14.8216784380507,15.7495671673887,-3.06038164765154,0.00975883505189464,0.63894160097663,-3.04465543130215
"CFR - MK","FUN_007224-T1",-14.457162274439,12.3882199334099,-3.05948626069882,0.00977518088648252,0.63894160097663,-3.04543575088374
"CFR - MK","FUN_001316-T1",-14.5630060266468,12.2595189353356,-3.05904578851689,0.0097832320281675,0.63894160097663,-3.04581964545245
"CFR - MK","FUN_008821-T1",-14.4136941009756,9.00855881310977,-3.05285688634603,0.00989705970363771,0.63894160097663,-3.05121554789272
"CFR - MK","FUN_026379-T1",17.5545927764243,11.0013296976016,3.03288386235664,0.0102735239661388,0.63894160097663,-3.06865394217069
"CFR - MK","tr|A0A1Q9C045|A0A1Q9C045_SYMMI",13.4169554804768,6.69132925358674,3.02377065382159,0.0104500201595888,0.63894160097663,-3.07662293612024
"CFR - MK","FUN_023913-T1",-17.2023795712446,10.7514872320279,-3.02130241282762,0.0104983421242463,0.63894160097663,-3.07878258134914
"CFR - MK","FUN_018364-T1",-17.4096643579763,10.8810402237352,-3.01562484688273,0.0106103437167053,0.63894160097663,-3.08375239696351
"CFR - MK","FUN_003757-T1",1.81175417091132,28.7042783203732,3.01214503788757,0.0106795792463822,0.63894160097663,-3.0867998590888
"CFR - MK","FUN_009093-T1",-14.7361939459551,16.5435187397715,-2.98439839079832,0.0112480198281394,0.63894160097663,-3.11113754912024
"CFR - MK","FUN_000287-T1",14.0869249544717,11.8354955345168,2.98270804662525,0.0112836094192468,0.63894160097663,-3.11262238898849
"CFR - MK","FUN_003996-T1",1.42585531295456,28.9271182806101,2.97848222471554,0.0113730747119961,0.63894160097663,-3.11633552816125
"CFR - MK","FUN_024622-T1",-16.7470004963207,10.4668753102004,-2.97691274133922,0.0114064822538516,0.63894160097663,-3.11771498862376
"CFR - MK","FUN_022473-T1",-13.9237973890123,11.991627472011,-2.97432714187174,0.011461732044895,0.63894160097663,-3.11998799800048
"CFR - MK","FUN_020889-T1",-13.8823780666556,13.6858314726964,-2.97070805390803,0.0115395140740945,0.63894160097663,-3.12317050336948
"CFR - MK","FUN_001391-T1",-14.0663267820665,11.697631101952,-2.96712573150322,0.0116170240986595,0.63894160097663,-3.12632176740599
"CFR - MK","tr|A0A1Q9C2E9|A0A1Q9C2E9_SYMMI",-14.1864151933048,11.6730085948092,-2.96704226655674,0.011618836186304,0.63894160097663,-3.12639520194181
"CFR - MK","FUN_012165-T1",3.79888110769797,21.0899651430149,2.96114535076621,0.01174757829598,0.63894160097663,-3.13158493103322
"CFR - MK","FUN_006607-T1",-13.8777446637661,11.8627044996144,-2.95911348724956,0.0117922666331389,0.63894160097663,-3.13337379505824
"CFR - MK","FUN_000170-T1",-13.98098420901,11.7622240080383,-2.94667877439356,0.0120694658675992,0.63894160097663,-3.14432880289341
"CFR - MK","FUN_007754-T1",-14.4966828820774,16.0291436681895,-2.9384053923271,0.0122574842396492,0.63894160097663,-3.15162464763554
"CFR - MK","FUN_006892-T1",-16.1982095998279,10.1238809998925,-2.92523532119393,0.0125628144239741,0.63894160097663,-3.16324990465269
"CFR - MK","FUN_010222-T1",-16.1308732927544,10.0817958079715,-2.91876631246387,0.0127155485705205,0.63894160097663,-3.16896511445008
"CFR - MK","FUN_023247-T1",-13.5140823442435,11.4274741526435,-2.91645815377752,0.0127704902743104,0.63894160097663,-3.17100510272948
"CFR - MK","FUN_027060-T1",2.77966770201807,24.0832203698955,2.90812725743741,0.0129707631104914,0.63894160097663,-3.17837149286962
"CFR - MK","FUN_015568-T1",-11.8424021653691,17.1448327603476,-2.90361311713976,0.0130805827622161,0.63894160097663,-3.18236521971225
"CFR - MK","FUN_007321-T1",-16.0010066275786,10.0006291422367,-2.90029718020799,0.0131618407171073,0.63894160097663,-3.18529985782645
"CFR - MK","FUN_020829-T1",-15.8630477368288,9.914404835518,-2.89876669646802,0.0131995145958807,0.63894160097663,-3.1866546298144
"CFR - MK","FUN_004518-T1",-16.0518207274316,10.0323879546448,-2.89639646485155,0.0132580709315827,0.63894160097663,-3.18875308515002
"CFR - MK","FUN_008723-T1",-15.8290751981123,9.89317199882022,-2.89512010191853,0.0132897101538999,0.63894160097663,-3.18988327056438
"CFR - MK","FUN_001751-T1",-14.1997717020315,12.1793619574254,-2.89399212471989,0.0133177335153053,0.63894160097663,-3.19088216499365
"CFR - MK","FUN_003133-T1",-13.3339712757238,10.9642402776489,-2.89083983899944,0.0133963601395667,0.63894160097663,-3.19367421025388
"CFR - MK","FUN_004445-T1",-14.1221943276969,15.4352235776647,-2.88540022121815,0.0135331244558087,0.63894160097663,-3.19849391065208
"CFR - MK","FUN_023531-T1",-13.9372104748972,11.700436647236,-2.88348116057393,0.0135817040036079,0.63894160097663,-3.20019478400555
"CFR - MK","FUN_001346-T1",-15.665536319439,9.79096019964935,-2.87482558089473,0.0138029728681648,0.63894160097663,-3.20786957458553
"CFR - MK","FUN_028120-T1",-13.8567926141196,14.6675891253005,-2.87082572959021,0.0139064286858228,0.63894160097663,-3.21141800150512
"CFR - MK","FUN_009095-T1",-10.572962423727,19.1826893387762,-2.86735735856196,0.0139967602137872,0.63894160097663,-3.21449584755425
"CFR - MK","FUN_023191-T1",-15.4960215122878,9.68501344517986,-2.86697069683879,0.0140068665581839,0.63894160097663,-3.21483902513483
"CFR - MK","FUN_013753-T1",-15.6523110050275,9.78269437814221,-2.86428663069636,0.0140772209007269,0.63894160097663,-3.21722152876806
"CFR - MK","FUN_023797-T1",-6.89898136496998,20.968196467909,-2.86406546945736,0.0140830335483891,0.63894160097663,-3.21741786436521
"CFR - MK","FUN_010752-T1",-15.6005496443343,9.75034352770893,-2.86219603631637,0.014132261905519,0.63894160097663,-3.21907758729878
"CFR - MK","FUN_015436-T1",-15.8976374328472,9.93602339552952,-2.85867193705321,0.0142255275010721,0.63894160097663,-3.22220701787986
"CFR - MK","FUN_010293-T1",-15.4217066479119,9.63856665494493,-2.85542533269769,0.0143119890157494,0.63894160097663,-3.22509078863763
"CFR - MK","FUN_018134-T1",-3.11571268526349,23.5177394837843,-2.85200225975855,0.0144037142303934,0.63894160097663,-3.22813208784683
"CFR - MK","FUN_006989-T1",-15.419524471347,9.63720279459187,-2.85179211410703,0.0144093642689023,0.63894160097663,-3.22831882206146
"CFR - MK","tr|A0A060BJ95|A0A060BJ95_9DINO",13.3869775814264,5.02011659303491,2.8496398664525,0.0144673568131294,0.63894160097663,-3.23023146940432
"CFR - MK","FUN_027536-T1",2.88897127204648,21.9528520237707,2.84014396396737,0.0147259979216078,0.63894160097663,-3.2386739544288
"CFR - MK","FUN_012649-T1",13.1540004514991,4.93275016931217,2.83545808386534,0.0148553100576189,0.63894160097663,-3.24284221945271
"CFR - MK","FUN_023949-T1",-15.1409734207674,9.46310838797961,-2.835258191253,0.0148608512528514,0.63894160097663,-3.24302006347919
"CFR - MK","FUN_015074-T1",-15.1211156312313,9.45069726951954,-2.83148153175666,0.0149659288895212,0.63894160097663,-3.24638063959298
"CFR - MK","FUN_000755-T1",-15.0647236028956,9.41545225180978,-2.82867144269716,0.0150445906167552,0.63894160097663,-3.24888173570331
"CFR - MK","FUN_012460-T1",-14.2298344137287,16.2529845614414,-2.82598701975686,0.0151201167285615,0.63894160097663,-3.25127145930237
"CFR - MK","FUN_012173-T1",-13.3813545237168,11.1994867315743,-2.81843535803348,0.0153346004218567,0.63894160097663,-3.25799655680227
"CFR - MK","FUN_003827-T1",-14.99765146421,9.37353216513126,-2.81834230422722,0.0153372620385393,0.63894160097663,-3.25807944795394
"CFR - MK","FUN_019066-T1",-11.6424326024963,16.600703296362,-2.81790448097886,0.0153497912249385,0.63894160097663,-3.25846946266473
"CFR - MK","tr|A0A1Q9EVZ1|A0A1Q9EVZ1_SYMMI",16.0795027910373,10.3376309443372,2.81741103007715,0.0153639244432062,0.63894160097663,-3.25890904514986
"CFR - MK","FUN_025854-T1",-10.4587792854345,19.7013454741082,-2.81620007426594,0.0153986627168379,0.63894160097663,-3.25998786961545
"CFR - MK","FUN_023980-T1",-12.7477613782926,7.96735086143285,-2.81294955837105,0.0154922937295858,0.63894160097663,-3.26288416406387
"CFR - MK","FUN_007253-T1",1.8495963245566,23.6270748382823,2.81259735552259,0.0155024726672169,0.63894160097663,-3.26319802546494
"CFR - MK","FUN_004435-T1",-13.2955870451823,11.3951375652329,-2.81018188482595,0.015572460079415,0.63894160097663,-3.26535075054521
"CFR - MK","FUN_012505-T1",-13.0845068037579,10.890385959897,-2.8067146211896,0.0156734691979196,0.63894160097663,-3.26844148670783
"CFR - MK","FUN_006506-T1",-3.80959102762369,22.8800912261671,-2.80522429432093,0.01571708451797,0.63894160097663,-3.26977019766245
"CFR - MK","FUN_022102-T1",-15.2799649749415,9.54997810933844,-2.8049516211454,0.0157250774370182,0.63894160097663,-3.27001331591557
"CFR - MK","FUN_018363-T1",-2.89584488239511,24.8433094893947,-2.80031059725599,0.0158617383723166,0.63894160097663,-3.27415199237996
"CFR - MK","FUN_029266-T1",12.5688060058232,4.7133022521837,2.79940563628862,0.0158885225373885,0.63894160097663,-3.27495915111859
"CFR - MK","FUN_009457-T1",-14.7330714966837,9.20816968542731,-2.79666245813269,0.015969985838288,0.63894160097663,-3.27740616421066
"CFR - MK","FUN_016088-T1",14.5327984928612,10.1638953252592,2.7965270902181,0.0159740164839334,0.63894160097663,-3.27752692886178
"CFR - MK","FUN_009234-T1",-14.6641211468778,9.16507571679862,-2.79038870316914,0.0161578498034281,0.63894160097663,-3.28300425698942
"CFR - MK","tr|A0A1Q9DXM6|A0A1Q9DXM6_SYMMI",-12.4586925558187,7.7866828473867,-2.79015993570689,0.016164741205571,0.63894160097663,-3.28320843075542
"CFR - MK","FUN_014697-T1",13.279371601451,8.15144189777823,2.78041877724878,0.0164608928888954,0.63894160097663,-3.29190518088217
"CFR - MK","FUN_026533-T1",-14.1644558793582,15.8655594552816,-2.77474164185039,0.0166359534519453,0.63894160097663,-3.29697613903178
"CFR - MK","FUN_005761-T1",-13.8104717686702,15.5507063515905,-2.77273314206685,0.0166983266434179,0.63894160097663,-3.29877061504934
"CFR - MK","FUN_022788-T1",15.0016243638704,15.1610799586228,2.7690837418652,0.0168122484110356,0.63894160097663,-3.3020317132569
"CFR - MK","FUN_008050-T1",-13.823523688965,15.3764822698963,-2.76518256435679,0.0169348777114992,0.63894160097663,-3.30551861128777
"CFR - MK","FUN_013668-T1",-13.2205075663069,14.2963490928985,-2.75938686021125,0.0171186898453584,0.63894160097663,-3.31070037869123
"CFR - MK","tr|A0A1Q9EJW5|A0A1Q9EJW5_SYMMI",11.8384026043233,4.43940097662124,2.75569219598408,0.0172368922340723,0.63894160097663,-3.31400460979478
"CFR - MK","FUN_009463-T1",-14.3046450917488,8.94040318234298,-2.75450738519867,0.0172749676597329,0.63894160097663,-3.31506436938104
"CFR - MK","FUN_012934-T1",-14.3281448017804,8.95509050111274,-2.75353195714523,0.0173063765097928,0.63894160097663,-3.31593690121317
"CFR - MK","tr|A0A1Q9E2B8|A0A1Q9E2B8_SYMMI",11.8132193089911,4.42995724087164,2.75344327507053,0.0173092348683126,0.63894160097663,-3.31601623085387
"CFR - MK","FUN_027409-T1",15.4080373897625,15.9301157847176,2.74790911096621,0.0174885328574919,0.63894160097663,-3.32096757440433
"CFR - MK","FUN_025233-T1",2.81109383780008,25.4878532607601,2.74553845332174,0.0175658970517303,0.63894160097663,-3.32308905646464
"CFR - MK","FUN_026758-T1",-12.9146470095226,11.0810860626435,-2.74465576194513,0.0175947889166784,0.63894160097663,-3.32387904350659
"CFR - MK","FUN_006297-T1",-6.35159272519265,21.0612087404034,-2.74448983537958,0.017600225176412,0.63894160097663,-3.32402754814976
"CFR - MK","FUN_014899-T1",-14.2231474406281,8.88946715039257,-2.74386193220692,0.0176208121787327,0.63894160097663,-3.32458953561371
"CFR - MK","FUN_001550-T1",-14.1732018440452,8.85825115252823,-2.73944059092007,0.0177664473201043,0.63894160097663,-3.32854730270445
"CFR - MK","FUN_003663-T1",-10.3685772747607,18.3933910385714,-2.73545096662509,0.0178988790900029,0.63894160097663,-3.3321194621442
"CFR - MK","FUN_024681-T1",-3.04814935588766,23.050536478631,-2.72866885770791,0.0181262384978765,0.63894160097663,-3.33819371412463
"CFR - MK","FUN_011918-T1",-2.65631506708181,26.5398621741692,-2.72626097576287,0.0182076407245137,0.63894160097663,-3.34035082167666
"CFR - MK","FUN_006876-T1",-13.5002136506364,15.1187696926761,-2.7242511066659,0.0182758628688178,0.63894160097663,-3.34215158189685
"CFR - MK","FUN_001326-T1",-8.09152144918287,18.3042036356278,-2.72138860221626,0.0183734608811545,0.63894160097663,-3.34471660099035
"CFR - MK","FUN_024880-T1",13.0455298423202,8.12338693462432,2.71950774581899,0.0184378682341657,0.63894160097663,-3.34640220071121
"CFR - MK","FUN_021176-T1",13.4856759419536,8.99528948062587,2.71346274592259,0.0186463784315285,0.63894160097663,-3.35182077196406
"CFR - MK","tr|A0A1Q9EUK2|A0A1Q9EUK2_SYMMI",11.2411326673007,4.21542475023778,2.71256206929516,0.0186776433092101,0.63894160097663,-3.35262825817395
"CFR - MK","FUN_001347-T1",-13.1633060108857,11.1316661398993,-2.70491787521447,0.0189450767917961,0.63894160097663,-3.35948301123902
"CFR - MK","FUN_019523-T1",11.1787804771371,4.1920426789264,2.70207960346318,0.019045329388943,0.63894160097663,-3.36202883057836
"CFR - MK","tr|A0A1Q9DVQ0|A0A1Q9DVQ0_SYMMI",-13.476272396823,15.3113492555023,-2.68958382125301,0.0194929355198954,0.63894160097663,-3.37324121860156
"CFR - MK","FUN_006431-T1",-12.3957557900627,7.74734736878918,-2.67907121567946,0.0198774907270663,0.63894160097663,-3.38267918129586
"CFR - MK","FUN_006536-T1",-13.3055694739762,14.6254522347561,-2.67663871354666,0.0199675278152656,0.63894160097663,-3.38486365901608
"CFR - MK","tr|A0A1Q9D7S8|A0A1Q9D7S8_SYMMI",10.7690296814919,4.03838613055948,2.67527861676053,0.0200180449767971,0.63894160097663,-3.3860851787522
