"","Acerv20","Acerv50","Acerv53","Acerv56","Acerv51","Acerv34","Acerv31","Acerv49","Acerv52"
"FUN_020404-T1",23.3017362630045,22.6479770675153,22.2650317299219,22.6671740496918,21.7312068477412,20.4706439809406,21.0718916477317,23.3970065178518,22.7865219039441
"FUN_013088-T1",21.7228109561579,25.019379992929,24.9126071587407,25.446503166814,25.3347596497332,23.8873482757926,23.1490172916766,26.3773404677732,26.2930266738494
"FUN_025372-T1",0,27.2742020798919,21.8939271854455,25.2274890800103,21.6516474882888,0,0,9.82053636287989,0
"tr|A0A1Q9CL90|A0A1Q9CL90_SYMMI",0,20.1438988018404,0,19.147756370084,0,0,0,0,0
"FUN_020751-T1",0,23.4661595056954,10.3310199238785,21.3874327225112,0,0,0,19.8060682520477,17.4204619404769
"FUN_006100-T1",0,26.8413044607502,25.9000322341971,26.4001316281989,25.8987562056209,24.3368006598015,24.0568855694309,25.5764815979283,25.8026705026451
"FUN_015640-T2",0,0,0,8.70299867195957,0,0,0,9.01026483866375,0
"tr|A0A1Q9C6G9|A0A1Q9C6G9_SYMMI",9.5606567209031,20.686407748745,20.8501319373302,21.3414862794875,21.2882939520578,20.7985010701081,19.5420689767967,22.2198236173034,21.7305816658999
"tr|Q8H1I5|Q8H1I5_SYMKA",22.6135455664627,0,0,0,0,0,0,0,0
"FUN_000034-T1",21.9253125627301,0,0,0,0,0,0,0,0
"FUN_008448-T1",25.5416946260317,26.1362206751642,25.9056680980597,26.6892118362059,25.9619163224981,24.4796229525087,24.4626842793182,26.8107866593612,26.1437618363418
"tr|A0A1Q9DDA4|A0A1Q9DDA4_SYMMI",21.4675244141495,21.8685931236485,21.5519363555999,22.3209076115973,10.9384572256423,21.1385249266604,20.5004482596578,22.4165521068811,22.1298430016935
"tr|A0A1Q9EY18|A0A1Q9EY18_SYMMI",23.4717649326103,22.0854787779679,19.2493406885367,21.9216894359949,21.4275453150139,17.4787301268014,0,19.0875812794749,19.3349257414373
"FUN_019977-T1",0,21.2675278532783,20.2649888641096,21.0785490424153,19.2498189215443,0,0,20.9972099512482,20.2530360824417
"FUN_001893-T1",0,21.348876407545,0,18.337114788759,19.0209499984354,17.1748574305532,18.8676171364033,9.40556032451802,19.8699386806461
"FUN_021901-T1",21.3778020962839,26.3079957454395,27.6216799729361,28.3381984199394,27.9936618252673,26.4376785695053,27.259000421262,29.4447609715822,28.6859177356051
"tr|A0A1Q9EI82|A0A1Q9EI82_SYMMI",21.0763452037168,9.70329662611555,9.28827723313009,0,0,0,0,0,0
"tr|A0A1Q9D042|A0A1Q9D042_SYMMI",0,8.84882656615452,9.42992358169877,20.0121081006824,19.104601171921,19.9181629927939,19.8598778342966,21.9173569154814,20.9598555197453
"FUN_020405-T1",27.372930773803,28.9492787324545,29.0200680398254,29.582750210866,28.9724454535431,27.5371158017164,26.8289781830803,29.783019708897,29.0737374466998
"FUN_013093-T1",0,24.7886488836906,24.5037157048605,26.8841115635987,24.8203836420265,23.0875635184046,24.364110659034,26.5509797484688,25.9353893748349
"FUN_025372-T2",0,25.3899694118655,19.3289531159287,23.0158542587483,9.01086141723961,0,0,8.10805082705147,0
"tr|A0A1Q9CLB6|A0A1Q9CLB6_SYMMI",0,10.4012727760942,0,0,0,0,0,0,0
"FUN_020752-T1",0,19.3282395542545,0,0,0,0,0,8.23497191541161,0
"FUN_006101-T1",23.1673813787161,26.0517635845416,25.891534915065,26.4183950490887,25.936050912505,24.2257710414294,24.0645357436172,25.9558671989371,25.5656817597877
"FUN_015649-T1",0,10.2350041989463,0,0,0,0,0,0,0
"tr|A0A1Q9C6H0|A0A1Q9C6H0_SYMMI",0,20.7226728594052,18.9267752050394,0,19.1423268658735,0,0,10.1316374660917,19.2223963523631
"tr|Q8H1I6|Q8H1I6_SYMKA",22.1827587905262,0,0,0,0,0,0,0,0
"FUN_000035-T1",0,22.3020886636014,22.4250367216817,22.1479166758924,22.3416971199985,21.9037616151593,21.5321818650564,22.9333299496691,22.822780475389
"FUN_008454-T1",0,19.2380705916845,19.3893702148132,20.2811236010624,19.1036857460419,18.8030053677716,9.71199393021467,19.9956997390306,19.1292603740228
"tr|A0A1Q9DDE4|A0A1Q9DDE4_SYMMI",0,0,0,8.76340625112288,0,16.5337707723007,8.31563827228117,19.7713778899038,19.1422840917731
"tr|A0A1Q9EY87|A0A1Q9EY87_SYMMI",0,0,10.4327220331094,20.2697633023155,20.8772529705189,18.4246050877594,18.7103755295134,21.5015136303327,21.0815439010696
"FUN_019979-T1",21.1262702264677,22.921270978748,20.4562797917445,21.9182565332904,21.2631161524719,21.459590209194,21.3230012202411,21.4589551320551,22.168520633957
"FUN_001895-T1",9.86546141609692,0,9.24027086373633,9.11682622054122,0,0,0,9.21297877649182,0
"FUN_021902-T1",0,0,8.11590121624909,0,17.9313694448606,0,0,0,0
"tr|A0A1Q9EI90|A0A1Q9EI90_SYMMI",0,18.2462274885433,18.4559686796851,19.658307418065,18.3863001919915,0,8.79197842719118,19.5907346880394,18.8721668419505
"tr|A0A1Q9D045|A0A1Q9D045_SYMMI",0,0,0,18.6110108375326,19.6854358448338,0,0,9.39965504175064,16.9548210823694
"FUN_020406-T1",0,20.1673269006501,10.4826458981982,9.16812905224521,18.5572045780211,0,0,0,0
"FUN_013096-T1",0,0,22.6054338135211,0,23.1240094614075,21.7293290639051,0,0,0
"FUN_025376-T1",0,18.4695935788903,0,20.0882901115689,0,0,0,0,0
"tr|A0A1Q9CLC4|A0A1Q9CLC4_SYMMI",0,19.3683187641166,19.0573074732743,19.2499580116446,19.0310417829598,18.2576962903895,9.73354304031304,20.5962217103489,19.3726716712078
"FUN_020755-T1",21.5215957046715,24.7806835633083,23.5727234761782,25.1953774646855,21.9832404347047,19.9784521176948,8.79436097721529,23.484255659078,23.0807058079263
"FUN_006103-T1",0,19.0002968324645,21.1366442946064,20.6703654448435,22.2255257879925,0,21.8323593935235,21.5558780196825,22.3899508359793
"FUN_015651-T1",0,22.1632719477998,21.0233320996557,22.5358605019818,21.34636183369,19.3459227907224,19.3132538140537,22.8345310951015,22.0189876198722
"tr|A0A1Q9C6U7|A0A1Q9C6U7_SYMMI",0,23.178708043206,23.7287610112129,23.1238159083991,23.5488930237397,23.0967063087419,23.674909597153,24.799648293164,24.0768531830511
"tr|Q8H1I7|Q8H1I7_SYMKA",24.8025110731876,0,0,0,0,0,0,0,0
"FUN_000037-T1",24.0168751589463,23.5399323537104,23.0606477955974,24.176317448228,23.15957224786,20.902577525843,21.08959590159,23.8379330928299,23.4767092512135
"FUN_008455-T1",0,26.9063789198979,27.322074537066,27.8979624458254,27.8066468269418,26.3133705507762,27.1082018242961,28.5325798345715,27.9849729831934
"tr|A0A1Q9DDP4|A0A1Q9DDP4_SYMMI",0,0,0,0,8.64799654138935,0,0,19.9465349405688,20.4314129260339
"tr|A0A1Q9EYC1|A0A1Q9EYC1_SYMMI",0,8.28965060204977,17.573773568762,18.1330041096366,18.4130565433438,0,0,9.48468061224416,0
"FUN_019980-T1",0,19.2831426089436,17.8763318995955,19.2744220796893,18.6453132454222,0,0,7.40503474795854,17.0466657530159
"FUN_001895-T2",19.1213085663234,8.28956956294144,0,19.0474586064741,0,0,0,0,0
"FUN_021913-T1",11.2922685337883,17.1939927841898,8.09239893826647,8.33685466959648,0,0,0,19.3039985931428,19.5314785558647
"tr|A0A1Q9EI95|A0A1Q9EI95_SYMMI",0,18.7154791845212,17.9661412007526,18.5698729129177,8.90551484198272,0,0,9.62602200241076,0
"tr|A0A1Q9D050|A0A1Q9D050_SYMMI",0,21.8009382325418,19.1468735115917,21.2241255003343,8.93613002290552,0,0,9.11165913766595,0
"FUN_020408-T1",0,21.8482862430937,19.6607019196881,21.7326150508523,19.1047332286316,0,0,18.9372736258543,18.8616654919781
"FUN_013098-T1",0,20.9237109923967,19.8453171341762,21.0313529876504,20.6680977767458,18.2061033848048,18.4248025086443,21.8209843925473,19.8524883624565
"FUN_025378-T1",0,21.5261365639458,20.6525114001136,21.5508154538593,19.3981984970485,17.8345512907511,8.5927232645012,20.3342331216868,20.335706555136
"tr|A0A1Q9CLG8|A0A1Q9CLG8_SYMMI",19.2248814636702,0,0,0,0,0,0,0,0
"FUN_020762-T1",23.6230978004463,25.1070104231968,24.0976221780189,24.4229654287359,21.8188296875586,20.1897244379439,18.4536859894135,23.1385245885282,22.1994027631696
"FUN_006104-T1",21.7067871173047,24.3702616738859,23.7510715962023,25.426447530243,24.1059870758009,23.0686151126292,22.793717215461,25.2725033845081,24.6653031130278
"FUN_015655-T1",0,9.39767582211168,18.5122741508411,19.3427745231788,19.0241650625543,0,20.1686811665915,19.1334335315015,20.1227534421813
"tr|A0A1Q9C6U9|A0A1Q9C6U9_SYMMI",0,8.86333858943054,0,0,0,0,0,0,0
"tr|Q8H1I9|Q8H1I9_SYMKA",22.5398716524287,0,0,0,0,0,0,0,0
"FUN_000041-T1",0,23.6881286842815,20.4849525152165,18.2053617404791,0,0,0,18.8482187225825,0
"FUN_008459-T1",27.3419449161524,27.9146681534978,27.820510572666,28.3130874955676,26.9863551628524,26.7897077671878,26.2391729377575,27.951046516927,27.1787976398374
"tr|A0A1Q9DDT8|A0A1Q9DDT8_SYMMI",0,23.3038441281951,22.2800806871811,23.1750472413603,21.0213533075195,20.6477262999463,0,9.00202517393176,0
"tr|A0A1Q9EYC8|A0A1Q9EYC8_SYMMI",0,0,0,8.8521443419957,9.23235861942761,0,0,0,0
"FUN_019981-T1",23.4015308082146,24.4304583695368,25.6212333256071,26.4293202724502,26.8550102729353,24.3468554304145,26.1421873672835,27.6131342711961,26.5600141240432
"FUN_001905-T1",0,23.34247889743,23.387413997749,24.475401750256,23.5764357289557,20.5335892398366,19.9366728601657,23.0284602302585,22.8399013312738
"FUN_021914-T1",0,24.5371490151112,9.59494243467176,19.3855797512656,19.8848008319052,17.0857732659191,0,9.43812506681207,18.6042853628289
"tr|A0A1Q9EIB4|A0A1Q9EIB4_SYMMI",27.7315931296381,26.5597152969953,26.235663973568,26.6306113789545,25.1460403431956,24.6447223370385,22.8552107790467,26.2378019895231,25.259786464637
"tr|A0A1Q9D053|A0A1Q9D053_SYMMI",0,21.7553232860715,21.3163147230519,21.7179600426325,18.2640353344067,0,0,0,15.8031977685346
"FUN_020418-T1",0,18.1779198151884,18.5992597893232,19.455661660888,19.004558294077,0,8.9243084140653,9.12501733110751,16.8472164293018
"FUN_013099-T1",0,20.7532080030204,19.9797267541846,20.7562672756994,19.93823794868,0,16.8527697532657,21.7701548711386,20.4624094092157
"FUN_025380-T1",17.300299178419,18.5883206840134,0,0,0,0,0,0,0
"tr|A0A1Q9CLJ0|A0A1Q9CLJ0_SYMMI",0,0,0,10.2178152939525,9.88546661234953,0,0,10.0156008828818,0
"FUN_020763-T1",9.17843014199686,17.8083784283345,0,16.7500769464135,0,0,0,0,0
"FUN_006108-T1",22.4488768543046,23.749290421859,24.2253487818515,24.8576387367516,23.9509458497395,23.0811939283572,23.1399955259637,24.5799665726628,24.1917622036395
"FUN_015657-T1",27.1861307077723,29.5339739963104,29.9993798006539,30.7903761348924,30.3565710587939,29.546632862516,29.6521255466607,31.131720745513,30.7613161954411
"tr|A0A1Q9C6V5|A0A1Q9C6V5_SYMMI",0,19.317921176706,20.1319662886824,18.5858937606,20.5870641143139,17.4592474916429,19.431295535896,21.3445406229008,20.8536910454039
"tr|Q8H1J5|Q8H1J5_SYMPI",0,10.0705427840493,0,0,0,0,0,0,0
"FUN_000042-T1",0,21.881095061602,19.0037895925363,9.24727741773099,9.41909260961343,0,0,19.5846879344717,19.2565887946387
"FUN_008460-T1",0,19.8363503809131,17.8511357624524,19.0935618028157,0,0,0,0,0
"tr|A0A1Q9DDU9|A0A1Q9DDU9_SYMMI",0,20.5296322759287,20.3355158677765,8.17456284900969,9.28218082208981,16.2195088813002,8.88827755983243,18.7064468077464,17.5289500435084
"tr|A0A1Q9EYI4|A0A1Q9EYI4_SYMMI",0,0,0,9.51278202865773,0,0,0,8.39649044289905,0
"FUN_019983-T1",20.3792676533331,0,0,19.2980584987986,0,0,0,0,0
"FUN_001907-T1",19.0066626916755,20.9638063055072,18.7806538288759,20.4740670042294,20.5512359596148,0,0,20.2779320711921,18.10375394492
"FUN_021917-T1",0,17.1181608544764,8.52242650015826,16.606053177701,17.6971836275527,0,7.98054394499867,18.8728228261262,20.3052345967539
"tr|A0A1Q9EIE3|A0A1Q9EIE3_SYMMI",0,21.0573531892732,9.97638270774626,20.3260098901819,19.2496369728575,19.3664951121153,0,20.4363382566228,19.1331798490034
"tr|A0A1Q9D065|A0A1Q9D065_SYMMI",0,9.16276911837173,16.493492194823,8.5189504033385,0,0,0,0,0
"FUN_020421-T1",0,24.1667876568482,22.0914459480424,21.7139996845755,17.563428583333,0,0,22.340001360134,21.286754585561
"FUN_013105-T1",0,8.37560856765213,8.81662889299343,19.0573345198266,0,0,0,19.4124643404497,18.6669555688607
"FUN_025394-T1",0,21.2389432871003,19.5527678023153,20.9938918352305,19.8263105859837,0,0,20.7139797047305,19.6214420094785
"tr|A0A1Q9CLM3|A0A1Q9CLM3_SYMMI",0,21.4819765157685,20.7454984853998,22.600773076866,19.2978830904001,19.6822110874944,0,21.6414697700532,17.7453788962749
