"contrast","ProteinID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CFR - MK","FUN_014342-T1",-28.3726810896994,15.7626006053885,-6.50607269838068,4.8844042704793e-06,0.0365988411987014,-1.47616324219745
"CFR - MK","FUN_013297-T1",22.1735875724859,9.85492780999374,4.84538700685808,0.000143692005107592,0.225642588154854,-2.22521883230052
"CFR - MK","FUN_002553-T1",21.223812721638,9.43280565406133,4.70516049313134,0.000193951222003584,0.225642588154854,-2.30212889299298
"CFR - MK","FUN_009522-T1",20.826819769936,9.25636434219378,4.61350293641377,0.000236178981555983,0.225642588154854,-2.35360372669124
"CFR - MK","FUN_014340-T1",-21.9231205444986,12.1795114136104,-4.60516359894632,0.000240458309686162,0.225642588154854,-2.35833422513664
"CFR - MK","FUN_024275-T1",20.7051156216392,9.20227360961743,4.60493208531641,0.000240578229805028,0.225642588154854,-2.35846566349936
"CFR - MK","FUN_007015-T1",20.49538166881,9.10905851947111,4.56460859330189,0.000262421380691643,0.225642588154854,-2.38145094354536
"CFR - MK","FUN_003177-T1",20.7783480978006,9.23482137680027,4.55288225570131,0.000269144485616645,0.225642588154854,-2.38816960373164
"CFR - MK","FUN_004618-T1",19.8770747598045,8.83425544880199,4.48424622882093,0.000312162159707864,0.225642588154854,-2.42780489888206
"CFR - MK","FUN_021177-T1",-20.6129007833401,11.4516115463001,-4.38653854160891,0.000385745909300287,0.225642588154854,-2.48513705490223
"CFR - MK","FUN_012980-T2",-20.2499774713406,11.2499874840781,-4.31681049608567,0.000448812177018871,0.225642588154854,-2.52669892873343
"CFR - MK","FUN_025025-T1",1.9097061767539,28.5181722078683,4.31340186310025,0.000452150188759421,0.225642588154854,-2.52874438958327
"CFR - MK","FUN_005297-T1",18.7288860497861,8.32394935546049,4.29678747075843,0.000468783712505641,0.225642588154854,-2.53873262467782
"CFR - MK","FUN_005940-T1",18.6314221607115,8.28063207142734,4.28699155560231,0.00047887976225705,0.225642588154854,-2.5446358843473
"CFR - MK","FUN_012768-T1",3.34806905530243,25.7115214907232,4.27275602029077,0.000493945008460354,0.225642588154854,-2.55323324344107
"CFR - MK","FUN_021933-T1",20.137893026638,8.95017467850577,4.26137199012238,0.000506336930886657,0.225642588154854,-2.56012436366846
"CFR - MK","tr|A0A0A0N1X2|A0A0A0N1X2_9DINO",20.4719747426468,10.9196897573585,4.21029049964616,0.00056592885016147,0.225642588154854,-2.59121866892048
"CFR - MK","FUN_024293-T1",18.0874619610925,8.03887198270775,4.19417395724299,0.00058616459166184,0.225642588154854,-2.60108755923508
"CFR - MK","FUN_016074-T1",-19.54479956536,10.8582219807555,-4.16900955586157,0.000619232437042057,0.225642588154854,-2.61655256241693
"CFR - MK","FUN_018058-T1",19.0110825039787,8.44937000176833,4.06285192042239,0.000780778528287232,0.225642588154854,-2.68253172528254
"CFR - MK","FUN_008617-T1",19.2447157279968,10.2736172935187,4.02608874351133,0.000846124108149385,0.225642588154854,-2.70565537376091
"CFR - MK","FUN_014905-T1",3.49756593274797,25.4708924288463,4.01093070910076,0.000874644972647063,0.225642588154854,-2.71523013352394
"CFR - MK","FUN_021190-T1",19.3013440931599,10.4282441043079,3.99143343814334,0.000912757381246257,0.225642588154854,-2.72758035340105
