"","Ofav1.1","Ofav5","Ofav1.2","Ofav26.2","Ofav26.1","Ofav10","Ofav55","Ofav2","Ofav59","Ofav4","Ofav43.2","Ofav60.2","Ofav43.1","Ofav60.1","Ofav24","Ofav8","Ofav21","Ofav7","Ofav23"
"XP_020601625.1",16.2491690197044,0,0,0,0,0,0,0,0,0,0,0,0,0,17.61152196406,17.9790287838145,0,19.0759830729652,20.3810306355611
"XP_020603584.1",21.925641722717,20.9638817446438,21.7893509563471,21.3798886263035,21.6966369103479,20.4756592253075,18.8215591309468,20.697104164331,22.2426068900717,21.3743799281553,20.7970131362086,19.8160977237933,19.4930677454789,19.5701540379655,20.6164779492548,21.4557832285801,21.194964204814,21.5324572356545,21.8204972504473
"XP_020607660.1",21.565790545765,20.1494209066292,0,0,0,0,19.0408916816967,0,21.6800731684024,0,0,0,0,0,0,0,0,22.8430877843763,0
"XP_020609655.1",17.9037230068854,17.1054481833478,18.5119494978055,0,0,18.4622426395356,0,0,0,0,0,0,0,0,0,19.6891056310774,0,18.6869894494443,19.1836232672188
"XP_020630029.1",20.3323261652922,21.2331041257948,21.9822795599099,18.446295813757,21.5884726352501,21.6769569408133,17.8711171311856,20.6066988881355,21.5880653975128,20.9868274008397,20.6074666798452,21.2631367892056,20.8889936455177,20.9107239676048,19.6185772838631,22.3336906806984,21.4455650538364,21.1092956899959,21.3917874223217
"tr|A0A1Q9CWC9|A0A1Q9CWC9_SYMMI",22.3609437741633,21.6691259798628,22.6789991525008,21.9621875082694,21.7634867403283,21.200123332185,19.4010815841635,21.4814353424736,22.5248986736963,22.3072477896381,21.0485327716803,21.3722024359825,20.3212466074856,21.0558311859538,21.0509254104351,22.6944490747929,21.8701182194585,21.6802019708378,21.9071991224229
"tr|A0A1Q9E4L2|A0A1Q9E4L2_SYMMI",0,0,0,0,0,0,0,0,18.5800192862025,0,0,17.6078432000753,0,0,0,0,17.8514257552428,0,0
"XP_020602195.1",19.9989883874263,15.9811435796412,20.4584596831484,0,18.3108834390866,0,0,0,19.2894042995243,18.8125314414723,0,18.3409149679299,0,0,16.7126479006123,19.0125290645237,0,18.4643981741255,18.839705115275
"XP_020604277.1",25.4650353920314,24.5289210194497,25.5906428684702,23.0623134907863,23.1051369010843,24.6776432499228,20.4915996710129,23.7166138277745,24.8011508647898,24.5455050983344,23.4997893312378,23.7750249697353,23.1922056598504,23.5637158958761,24.1648362814243,25.7916151436797,24.4192028979453,25.5983158177404,25.2766484155763
"XP_020608359.1",19.3739462851291,0,0,0,0,18.8821743409133,0,0,20.4110071368426,0,0,0,0,0,19.1370636814351,20.8963745366981,18.5781404697731,19.4820378381298,19.9857933061387
"XP_020632766.1",19.6025557046442,0,20.2359639572604,0,0,0,0,0,0,0,0,0,0,0,0,17.714788841211,0,0,20.8014091871533
"XP_020614364.1",0,0,0,0,0,22.5802275091881,17.4475110753082,20.4773402837166,0,22.4111786418766,21.3079650946552,20.0827792613485,20.8378057646772,20.0852714542076,21.4815264965634,25.3849831281389,0,25.386237375887,24.549509844016
"XP_020616264.1",21.09199895812,19.5087019998589,22.9543022921896,21.229406192006,21.2833105231464,20.6993258990722,18.0367692453444,21.9675094852563,21.5485242067749,21.4136945498327,21.0130656846612,20.9147070221019,20.5035472337752,19.9397126358583,20.1633708206583,21.5423919213465,21.6867556934757,22.2798721015899,21.2111533743045
"XP_020620773.1",27.3763250813471,26.6135420375977,27.6710386777135,24.3094558838302,25.0158880477681,24.466371068903,22.0296515353468,26.819754124029,28.3707657373225,27.1208043786309,24.8273123183563,24.9660044496826,24.2984293591265,24.6575823726976,24.0234715510809,23.1167692602899,26.027514102293,23.0146459177881,23.8237459439709
"XP_020622812.1",18.848430390578,0,19.376237756216,0,0,18.1387167732006,0,0,0,0,0,15.5741204350097,0,0,17.6760465923349,19.889811404081,18.0587052387952,19.4808749878565,19.2006519997095
"XP_020627090.1",22.2915959435629,18.7167625356866,22.5049433381584,19.7824335861863,20.587653924905,21.1570292234266,0,0,20.6080174315747,20.8660480830943,20.2287024530586,20.2606358922341,20.0217458743933,19.6311397456132,19.2309562584654,22.413058944629,20.5709405954253,21.4221392131849,21.5356878238413
"XP_020629302.1",22.4103439474366,0,19.1699910412687,0,0,21.5237270499553,0,20.1358357668439,23.4215880859005,17.3421354505284,0,0,0,22.074537738035,22.0323111294036,22.2657280616233,21.2142224644713,22.1713945897065,22.9630768687396
"tr|A0A1Q9CIX8|A0A1Q9CIX8_SYMMI",20.5813228882871,20.9795263744838,21.0559635432364,21.340335311494,21.1891229629597,20.9472809284317,19.5616962859557,20.6689966173931,22.2990517470334,21.1360855650335,21.0678262471725,20.4433412072439,20.9153928971281,20.8456745720416,21.2992197590218,20.5902151375694,21.9052169448629,20.1025204041263,19.5230775716053
"tr|A0A1Q9DQV4|A0A1Q9DQV4_SYMMI",0,0,0,0,20.5232489435888,20.3080823419164,0,0,0,0,0,0,20.5356408421342,0,22.1117485819776,0,0,0,0
"XP_020601628.1",26.0164704981236,24.8406394005801,26.1282326756946,25.6607055737971,25.6135870134083,26.0153461593107,24.8972504074595,25.1916262639038,26.4684204981981,25.3072447665308,26.3560696589403,26.3057108347645,26.0214730353212,26.1505362797729,25.675975413523,25.8563858462834,26.0072145964859,26.0904044463109,25.8019998979563
"XP_020603587.1",25.518190146761,25.3651256695319,25.7624569368443,24.2089099840617,24.4755853250458,26.5588757048714,21.8098587809356,24.7957641750548,26.4662029669928,25.156934166149,24.632264121197,25.154865650308,24.4279050642883,25.1898621401336,24.8354186573486,27.4199505447787,25.5390847494092,26.7843435079513,24.9135029882341
"XP_020607666.1",18.0444208024806,0,18.2286824921525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XP_020609660.1",24.8694365026159,22.0341464181015,23.9629479728021,0,0,22.0940528721226,0,19.629546948889,16.2937769678194,21.899394172984,20.4756889080291,20.5270531338032,19.7122666948472,19.2766764904256,20.6339140490717,23.9154615578809,19.1515294442746,23.8873938328237,24.4777704310897
"XP_020630032.1",25.3218094563769,23.7417298933787,25.3044263528389,20.0133731114692,19.8637975916466,22.9304610562239,0,22.31051321354,22.7848558649414,23.5698870065903,20.6101822850091,22.7201250370677,20.7756978811373,22.811460737013,22.672466131633,25.5865482548477,22.6555335618795,25.5701435256258,25.5742701700344
"tr|A0A1Q9CWE1|A0A1Q9CWE1_SYMMI",0,15.8610869059954,0,0,14.627419886998,15.9614723041609,0,0,0,0,0,0,0,0,0,0,0,0,20.120730205771
"tr|A0A1Q9E4S9|A0A1Q9E4S9_SYMMI",0,0,19.9175949773831,0,19.6133164629683,20.7083472018083,0,0,0,0,19.1449992216451,0,19.6745250500826,19.337584882983,0,20.9950722019149,20.2692237220439,20.5945952369593,20.6590107320378
"XP_020602198.1",19.5841716224094,19.3594342966003,19.4807566793741,16.3114645154484,17.6389944089771,18.5907661184693,0,18.059550430725,20.8736145801548,19.2901246217261,0,19.3606135015839,0,18.0075036614007,18.0071203678428,20.1250261967217,19.4400601006914,19.8657468612882,19.0845982077953
"XP_020604281.1",0,0,0,20.352510103064,19.9052180468291,18.2442383892359,0,0,15.4856721027172,0,0,0,0,0,0,0,0,0,0
"XP_020608360.1",24.0197263675811,23.4148711394685,23.8019935602414,0,0,21.421887618181,19.1375390455474,21.2052640760586,21.9719739424517,22.1375212222196,23.2022606092512,22.7824121885573,22.9386585563371,22.425345770747,21.239493063186,24.1737427758976,21.8060842461926,23.9976991882208,24.5283386269539
"XP_020632768.1",23.660327285555,23.440717248698,24.0599618698769,22.2552444400271,22.3174029525128,24.0097702828764,0,22.8746817978736,23.0818668149707,23.6929486361262,23.3411931691892,22.8455897794888,22.8437069819455,22.7019982559216,23.4691194776034,25.1216144957384,23.088385991504,24.3310077333677,24.4694405432318
"XP_020614368.1",26.0743024320859,24.9166354428831,26.2160566252941,23.3669466033587,23.9599503888448,25.5677506278512,19.1712378927101,24.6490789049864,25.5991031263519,25.4559385219277,24.9879093594364,23.1214723359164,24.7129718778112,23.9519455106589,24.8179426854093,27.0355529106092,24.5551370428422,26.4350576550988,25.6112795097173
"XP_020616274.1",22.7373585553977,21.6492618797054,22.8325224917242,20.1644883740505,20.2707641170611,21.4997957774999,18.565961101017,20.4848612373626,19.8030258707137,21.7598349632305,20.820334024598,21.3609386853783,21.2293181700546,21.1245839215295,21.9402279145079,22.0029746388601,20.5987803903029,22.0988208283069,22.6472513393345
"XP_020620774.1",0,0,0,0,0,25.6782683228008,0,0,0,0,0,0,0,0,0,0,0,0,0
"XP_020622816.1",21.3625501292593,20.0909407077953,21.3558462710572,20.9327950599652,20.5178779183332,21.3360908089323,18.095690617293,20.000502101957,20.7792616764388,20.4024448215276,20.5932096437447,20.6223977407264,20.5987803903029,20.6706398264755,20.7864427358169,20.4068942273236,20.4907186962216,21.0594269843472,20.1463163351728
"XP_020627093.1",24.8914175792014,24.0469864963084,25.1708138778628,24.0111771689397,24.3404778025294,24.8573592091072,21.6378122119621,23.7045300646411,25.2909762692362,24.349037056865,23.0943733207775,24.1075307029277,23.6211988406992,24.6161949534135,22.3589175547698,25.0433260975259,24.9061745573599,24.8184674477303,24.6036352296975
"XP_020629304.1",0,0,0,0,0,17.4890404196848,0,0,0,0,0,0,16.756829929127,0,0,18.8706025240606,0,18.2543781700598,0
"tr|A0A1Q9CIZ3|A0A1Q9CIZ3_SYMMI",0,0,0,19.4593815864531,18.9634464653716,19.5828127218452,0,18.6152237069476,0,19.0589667729497,18.951600611467,0,0,0,0,0,20.8053825549655,19.6393248089572,0
"tr|A0A1Q9DQX7|A0A1Q9DQX7_SYMMI",22.0919728179058,26.138407138524,22.8200100503445,24.60732811237,24.3836368654606,25.6784993745236,21.9878056011935,21.6511029462322,23.3389214564392,22.0633559085737,24.6603598765965,22.2829710356581,24.1477906753802,21.9148088294813,23.8812903402603,23.3306030450788,23.3718565230706,23.6082874262589,21.9805374272869
"XP_020601631.1",22.3755732330354,19.5812502413975,20.6113535590044,21.6072494814032,21.6701206881773,20.1462044459209,0,17.0879496521096,18.9288566407386,0,18.3543225687577,18.4010836680148,20.0563876665207,17.7581255983613,20.2074945950456,22.8311504565779,0,22.4140557463164,0
"XP_020603592.1",24.059429707543,23.1073743368123,24.3075067803876,21.8954843123364,21.9034416868428,23.1212509860962,20.9851185574383,22.7291524923077,24.3491835514943,23.5346276344992,22.0561716505058,22.8557104616793,22.2301186787028,22.7988267466214,23.2273240614829,23.7154935782652,22.2124004972949,23.540295150301,23.1587198492033
"XP_020607668.1",27.8298316568476,27.0536179560437,28.0722406496396,26.6996239855256,26.6319458756827,27.6732298413052,24.7462192191838,26.7057631591018,27.293358163781,27.3140525428573,27.2532793509217,26.916797455499,26.7676732343567,26.8661741043374,27.0502568991796,28.130767941815,27.1015757319132,27.7940075062546,27.7022454175347
"XP_020609664.1",20.1899077866586,19.9002137996827,20.2242337205269,0,0,0,0,0,18.4112585671221,20.2497997865179,0,0,0,0,0,19.3814647952005,0,0,20.1050810965993
"XP_020630033.1",20.8243877740982,0,21.8486301987505,17.7683717326702,20.9374650605493,19.1474856800773,0,19.6932470192576,19.9705258251835,18.8832190237831,20.2694063733157,19.6956106273453,18.2218561289034,20.6729716982026,0,21.5312962587249,20.9809212255481,21.0767379760076,20.8712698228379
"tr|A0A1Q9CWF0|A0A1Q9CWF0_SYMMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0923603545136,0,0,0
"tr|A0A1Q9E4Y4|A0A1Q9E4Y4_SYMMI",20.7442729672307,21.2915400197206,0,0,0,22.1919559078666,0,0,0,0,0,0,0,0,22.6287198588681,0,18.376875749689,0,0
"XP_020602201.1",0,17.4638037278983,0,0,0,19.8015836457748,0,20.522626545813,0,22.3897933279516,0,20.9658272549194,0,21.4261894963309,0,19.387956302602,0,0,23.3561683659142
"XP_020604283.1",18.5376544622642,0,17.7182050752141,0,0,0,0,18.1310983256617,19.156500370949,19.6326846418962,0,0,0,0,0,19.6300199939804,0,19.9039244939309,19.6159223386258
"XP_020608368.1",23.5463727449454,22.3743945221956,23.8797770139442,23.942593699079,23.8021789947078,24.344128661234,20.7787565384106,22.3842570356181,22.1148680056383,23.6298316170228,23.602274212643,23.0415309898254,23.2340720219135,22.9179705844153,23.8379854022806,25.6670574678547,22.5005397015756,25.2275259393172,24.6138958347291
"XP_020632769.1",21.4975317338787,21.4696601981624,20.6454095260625,20.9251494653176,21.3124315329646,21.288338350834,0,18.9777410908747,22.3058432739478,16.8246480385238,20.9423348044372,20.4838934997993,20.3988950083522,20.5649272362198,21.2358465415714,21.4122891801596,21.3462025985894,22.0569389727158,21.3866187655857
"XP_020614375.1",21.164905085801,20.3403901905467,21.5821038411691,21.5866002215115,21.8530052809897,21.0409966646675,20.5927718113764,20.5602031366074,21.7663206346204,21.2891774361189,21.022287206477,21.2919334077741,21.9639871936835,20.3877449459061,21.6644025781149,22.6209574202056,19.4153064550731,21.6717626181857,20.9578027688331
"XP_020616276.1",21.5322669755816,20.3527256074281,21.3342912918183,0,0,0,0,18.2956747817241,13.5105169405947,20.1164213842,19.9642350920023,20.7530347095032,0,20.5317441068221,20.457167426697,21.9813530072491,16.8490507370024,21.1319731070684,21.0110804894295
"XP_020620778.1",25.5194885970101,23.3147271952816,24.8546369585141,23.3403620720849,23.1981154153685,24.2265767538601,20.2427240475716,23.2060257081074,24.7625068921182,23.7132630541774,23.0563137351241,22.4308840848105,22.1188476299148,22.9646868767373,23.8270244688628,25.2134522809696,24.2593529960219,25.116275776407,25.1535075396086
"XP_020622817.1",23.1723852354655,22.2288512705214,23.422703473629,22.2195434447064,22.859863273242,22.9509682154979,18.5955452398679,22.0238879946457,23.5886941654812,22.4849858454018,22.3098307512377,22.2441759526122,22.0649811762731,21.7813000749626,22.3934980836247,23.2301830462331,23.3001331390607,23.002026767085,22.5159204403857
"XP_020627097.1",0,0,0,0,0,0,0,0,20.1582016340988,0,0,0,0,0,0,0,0,0,0
"XP_020629305.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3607849420438,0,0,19.5539385961001
"tr|A0A1Q9CJ02|A0A1Q9CJ02_SYMMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5499237636556,0,0,19.0895203092757
"tr|A0A1Q9DR28|A0A1Q9DR28_SYMMI",0,0,0,20.3966559933381,20.6135134158973,0,0,0,0,0,0,0,0,0,0,20.151899762568,0,21.0715625258671,0
"XP_020601632.1",24.338826202797,23.9417756017262,24.6493930786354,23.1357094426468,23.3912888292475,23.8982944303142,18.5788038608793,22.0678915512271,24.6190884835598,22.4332117792957,22.7491715675715,23.2374808853608,22.4464990174059,23.0671200198047,23.162156034903,24.3842101911405,23.6277405932447,24.2446330568498,23.9600847686907
"XP_020603595.1",24.951593364054,23.833661545274,25.0978911959282,22.6871721117033,22.830709582444,24.2391887853492,20.2708553481293,23.6901202413222,23.2579651212753,24.5435636530283,23.7016714346598,23.6179313755881,23.537680408522,23.5511612893235,23.7224972728592,25.5033897932421,23.4090025348943,24.9793783103443,25.0557672778564
"XP_020607672.1",22.2397438966266,22.0755800135477,22.6552328444704,20.5696247927712,20.0160424469084,21.3184793700089,18.8954303192724,20.4556763880852,20.2345145774181,22.0226857924262,22.0797774031339,21.5969072155457,21.2478962303654,21.4232888033529,22.3444836563026,23.3248613363806,21.4246732536547,23.0698912456816,23.1167121591623
"XP_020609666.1",20.3620047954439,16.6805930304354,20.1317728270632,0,0,18.6358066708426,0,0,17.7610512199799,19.0068163984143,0,0,0,0,0,20.9081675632954,15.0675183922701,21.1757560256814,20.3783763591727
"XP_020630038.1",0,19.7146496759693,0,20.108020285051,20.6403305612139,20.417408566405,16.9320416957091,19.0090877734722,19.6889178792812,19.940056892522,19.7930015316988,0,19.6714875092026,18.7623463498392,0,20.7850061866928,19.3855359411507,20.6504461304152,19.7615496093078
"tr|A0A1Q9CWH7|A0A1Q9CWH7_SYMMI",18.4663115049016,0,19.5169561215629,0,0,17.4551586262979,0,15.9712741011797,0,0,17.701719336421,18.3720785919474,17.6703865483615,17.5269652888386,0,19.378250397647,17.632760955952,19.5000501994067,19.9270183545613
"tr|A0A1Q9E4Z5|A0A1Q9E4Z5_SYMMI",21.4903754598817,20.1288061825895,21.5340259246066,19.4147905110513,17.1119812610448,21.1713948951421,0,20.025535671417,18.9405745572593,20.6838898542366,19.4679617064787,19.7608839693453,19.955038269244,20.1874934377833,20.0038815815117,22.2534103884684,19.7253412922595,21.4367994675114,21.0533803834083
"XP_020602203.1",20.2248225030774,20.5690406366289,21.4327789033774,21.8309766367683,21.5444404863327,21.8417082998683,17.9395734754769,19.4779143613206,20.9172883017519,20.1320741782701,21.2164385945136,20.5895752605504,20.9186718320505,19.8337286112451,19.8210903955777,22.5852479636778,21.2886875597027,21.3911528432509,21.8193242629525
"XP_020604284.1",19.9964528001579,0,21.0251970251262,0,17.6477324472786,20.3313423239562,0,17.5008341010301,0,20.3098593323554,0,17.867863895294,18.1254084252395,0,0,20.3536949788987,18.1560583805142,21.1549299501641,21.5058159142764
"XP_020608369.1",0,0,18.132906333998,0,0,20.0603779748062,0,0,18.5287936523547,0,0,0,0,0,0,21.222093828557,0,18.9647723526646,16.7512171353043
"XP_020632775.1",0,0,0,23.407042745772,23.547102692857,22.6256912319335,0,0,0,0,22.2526310761102,0,21.6500950341623,0,0,22.2040400293679,0,22.220724601819,0
"XP_020614386.1",0,0,0,20.635910268042,19.9512007488562,20.0405960835086,0,0,0,0,19.7697555354675,0,20.2239981402091,0,20.3080823419164,0,0,0,0
"XP_020616282.1",16.980597042979,0,17.7789305503673,0,0,16.2809700837014,0,0,0,17.5716415578701,0,0,0,0,0,17.8933904165688,0,17.9420963619157,17.0015291469859
"XP_020620782.1",0,0,0,0,0,21.3804700489289,0,0,22.248786084966,0,0,0,0,20.8532341592143,21.3193176521123,22.632718584402,21.2215806314258,0,0
"XP_020622818.1",24.6295342203216,20.9520608143225,23.8018741988544,0,17.8341809115096,20.6540879288079,0,18.5398138681895,19.7147502786934,19.2523674578084,0,19.602881872149,19.2409799469921,19.9177843407032,21.712315820627,23.8784772760425,19.9137002384191,24.59956290548,24.9699126041448
"XP_020627098.1",22.1790528795261,19.7559225937034,21.8445827980291,16.2695285084518,20.1745441614467,20.8235794897481,0,18.8831891861967,18.5435945078275,20.5681973657027,0,17.7712766707323,19.0262046190648,18.6724046229716,17.3908826691064,20.8754981451824,19.6263346788698,21.5475173036029,21.4767714152896
"XP_020629307.1",23.6808347604225,22.258034298648,23.7063662745262,23.3484773374102,23.3064301384347,23.1848077113619,20.6359988067609,22.7162172332823,24.4528581228624,23.5884677170531,22.4730990201376,22.4158049396851,22.3135498601663,22.2477571862547,23.1674841473751,24.2638039519056,22.3323581288815,23.682046554962,23.2444081160745
"tr|A0A1Q9CJ33|A0A1Q9CJ33_SYMMI",20.500866187183,0,20.3742212416067,0,19.4294333046696,0,0,19.5542946801264,0,19.6958824489838,0,18.7059731784118,18.9136870922889,0,0,20.987597802117,0,20.5550618362017,19.9243674486118
"tr|A0A1Q9DR36|A0A1Q9DR36_SYMMI",0,0,0,0,0,19.5219665108792,0,0,0,0,0,18.8522155437491,0,0,0,0,0,0,0
"XP_020601640.1",0,0,22.6665493094623,0,0,21.117435748787,0,0,0,0,20.2970382749459,0,0,0,0,0,21.9011707319142,22.4890279208117,0
"XP_020603601.1",21.7176927372239,21.4427132184008,22.8016967168484,0,17.8050573708565,22.2984057949698,0,19.0207711001044,19.7308896725459,20.0073900528576,20.5395270806665,20.3255129839464,20.2475961100733,20.8887038650593,20.6607828404421,22.9915452003873,20.5000200408364,22.4610999485174,21.4600803789226
"XP_020607673.1",21.5269438042017,19.9227135988729,21.8977594289446,21.2558094692986,21.4754410385618,20.5895386875758,19.8924672197435,19.72429234523,23.1320024561127,21.3163273887412,21.2259646446181,20.8670517018007,21.3075760544425,20.264873218544,21.8261461705985,21.4889350336373,22.5755103949349,21.8415877649232,22.1457807421407
"XP_020609670.1",18.5506754002688,18.494554835462,19.3317588986854,16.6271491068887,17.8137248348413,0,0,0,0,17.366586888985,0,0,0,0,0,20.1856800209041,0,18.0504385642131,0
"XP_020630044.1",18.3141627863776,0,0,19.0090604287797,18.8611808283964,18.7668168029188,0,0,0,0,18.7093093506804,17.5236768059862,17.7352981878845,0,0,0,17.7077298428368,0,18.1323541273615
"tr|A0A1Q9CWQ3|A0A1Q9CWQ3_SYMMI",16.8762891093784,19.3587263106904,19.8916813702739,16.5760709417431,16.2034244796975,18.2350091666146,0,19.1178180914051,0,0,19.7420709016288,18.323164739122,19.4615413967903,19.4102215229293,0,0,0,0,0
"tr|A0A1Q9E4Z7|A0A1Q9E4Z7_SYMMI",20.5773264776198,20.9141668484506,20.9172737312161,21.2795182016887,21.6102269009379,20.5723292256484,0,21.2008716720409,23.5879163151837,22.5322429534635,22.1453827265046,20.7848864096728,22.1386808429726,20.6726523681847,20.983950378185,21.6018655267102,22.2080357554458,19.3788642239725,21.0520870669814
"XP_020602205.1",25.1661465674273,25.2194471746988,25.2258585079939,23.7859633468211,24.0268432928131,24.6158824435633,22.1623252474871,23.525101739693,26.1480622563347,23.9436545654055,24.0719955866796,25.2977509140635,23.9839584648191,25.2548305763358,24.7570489907577,24.6182596317243,25.1021346661733,24.4475207231543,24.9231584840575
"XP_020604291.1",0,0,18.7582199609543,0,0,0,0,0,18.5600752937446,0,0,20.0523199495186,0,19.8298481356051,19.5511243163247,19.4151826453345,0,0,19.7213078350342
"XP_020608372.1",21.912785931702,20.8328089084875,22.3269826744207,21.2790363729354,21.2669609250303,22.443813663268,0,21.5653861516536,23.8194263039704,22.4395384783966,21.6132701436484,21.125423560918,22.0851829382976,20.8690342482306,22.9734179799071,23.3015934570236,21.9607920898907,22.7933355968856,23.5883155877966
"XP_020632799.1",21.0763204466528,15.0161553761633,20.673109764971,18.7523806465529,17.7371482969653,19.7403753484049,0,0,16.178197984585,20.5284092776727,20.2866987557065,18.5930299661194,19.6582446120195,19.0934717263358,17.8467819683046,20.2294302504049,20.2234679438021,19.6315305653444,19.0241576079824
"XP_020614387.1",21.7464474838086,21.9002864117114,21.8877743173083,22.9210711118404,22.9536879510733,23.6581165588282,22.3577799097699,22.2399879876504,24.8905690046178,23.3997609894381,22.466377479511,23.1852857545148,22.2699076892844,23.6349684331865,25.5113069114295,23.5026131972004,22.7029008326236,23.1254807912672,22.4621390229143
"XP_020616283.1",22.8296222906976,21.1217289011017,22.9608134729356,19.7940651898437,19.9968665153054,20.8634792630544,16.3663051367887,18.733409291257,21.5344582026078,21.2265809429769,18.6924145837031,20.1842276444419,19.687654186264,20.7889691858327,22.2253777991914,22.8714911218306,20.104569321581,22.1971077826703,23.4922983174601
"XP_020620784.1",18.7101505997718,17.5185379051089,19.0407579343628,0,19.2814342869633,18.5742276335836,0,18.5796879081055,21.8268560655495,20.0221524005837,17.3067114538399,0,17.8613353325918,0,21.5333796412256,23.8476153030254,17.7356948396113,22.9998268030748,0
"XP_020622819.1",21.1250255658979,20.9382622701199,21.4138494700503,21.4466254688316,21.2800848530999,21.1366488608362,0,19.3777210273246,21.7974481990345,21.3089150233854,0,0,0,0,19.8277567025721,22.2426068900717,20.528504665559,21.823610197284,21.7739444598436
"XP_020627099.1",22.3216504193754,19.8743435338457,22.64741604519,17.2522126714985,16.7246870386054,17.8545457954073,0,19.3735215389336,19.5920061976309,20.6642554277406,18.8022481319913,20.555746218435,0,20.2404664376946,18.4792789780749,20.2546053820224,20.4460302175168,20.6169624752705,20.6116147135299
"XP_020629310.1",21.1305787320349,20.7352924025733,21.7206429827308,21.5787499717361,21.4616398110973,21.8894092673996,18.7952247946535,20.0810893914763,21.1859334317826,21.2041478206017,21.501983409714,20.7778019059707,20.6494816160932,19.9302276826929,20.6644030121646,21.1009811627412,20.6001243405219,21.404186827302,22.0221208988984
"tr|A0A1Q9CJ44|A0A1Q9CJ44_SYMMI",20.1826525848876,19.8727214665458,0,20.8650664272131,20.766199700591,20.6702940432211,19.5061080281686,0,19.1409121299844,0,20.474867460699,19.5935570786194,20.174873275043,19.3499657970076,20.9851672110525,0,19.9472102868396,20.540189539838,21.4192612237184
"tr|A0A1Q9DR47|A0A1Q9DR47_SYMMI",0,20.8168313247703,23.1420666916487,19.5125649445971,19.8471292416377,0,0,0,0,22.4601401382287,20.0373820611228,0,0,0,0,0,0,0,0
"XP_020601643.1",0,19.9357477686359,0,21.0707243439529,20.9182350710664,0,0,25.1644538088798,24.6090667200174,25.6353669917243,19.0465778337602,22.1828031985767,17.9902646533326,22.1966006257961,19.8155349654678,23.3088785099081,0,18.9533922283463,22.5879965217895
"XP_020603605.1",20.4405457980505,19.6137840698925,20.7115434705825,0,0,0,0,19.8440820135792,18.9128104133023,20.7970923202834,20.4242944565123,19.6666245031623,20.5649542079322,19.4196742596187,19.9532486966094,19.9398273972072,21.4600103648711,20.0197115233845,0
"XP_020607690.1",22.6545237156445,23.8693612384993,22.7069396506752,19.4732836177698,20.8266268425802,18.4177000839405,18.8677312004032,16.9099516639477,20.4097648629378,17.8922048232794,17.5777754745971,0,19.5667397293018,20.3911848411092,23.439231426788,21.2079169379456,19.4329435083479,19.3517350988823,22.7975803941387
"XP_020609673.1",23.9114412722646,23.2159100544697,23.7829469341442,23.6837627725045,23.69598808459,23.9646621142082,19.4546105596696,22.2548495661518,25.3466072295212,22.902519933502,23.4046191420081,22.0568209242683,23.1069176730939,22.5107610295553,24.2143486945648,24.0589105570134,23.6465054256623,23.8725706192445,23.814810188486
"XP_020630083.1",25.2010012824792,24.1590579061812,25.2572534876365,22.7959332256096,22.8692747199234,20.8418491671213,20.1338308068579,22.7567377148415,25.7957658839861,23.6946636298036,22.4045660029997,24.0381765237692,22.142122953891,24.2337070710105,24.0312375297172,23.4297940298749,24.825806762013,23.8382524600159,24.9471428976022
"tr|A0A1Q9CWR4|A0A1Q9CWR4_SYMMI",0,0,0,0,16.9099516639477,17.7675960936315,0,16.6914027578001,18.9036906486791,0,0,0,0,17.1894095545338,18.0970290629633,18.5557387303725,18.4477491627756,0,0
"tr|A0A1Q9E501|A0A1Q9E501_SYMMI",0,0,0,0,20.5658839586321,0,0,0,0,0,0,19.5809743338059,0,0,0,0,0,0,0
"XP_020602213.1",26.8071788625032,25.5287332429247,27.0746772599101,25.8122271845949,25.9305387938961,25.9174703982702,22.7223741723884,25.1249450547427,26.3377991071362,25.9491654113058,25.3818303558446,25.5642204150689,25.3316009547578,25.5242597377456,25.8068065617345,27.7398041746235,26.0284306683236,27.2577001473665,26.174539723233
"XP_020604292.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9595209082732,0,16.8672666721485,0
"XP_020608374.1",19.6413903014172,0,19.6460048948359,19.1281277745704,18.9638979680747,20.6359279762205,0,17.3352594928573,21.4822826070819,18.9010406971466,17.8099627688976,0,18.1423115177054,0,18.4297009522524,21.3208330442274,18.9513160231134,21.1036086135686,19.634883707659
"XP_020632802.1",20.023073436072,18.8795443627524,19.3556543505727,15.9163460137141,19.3863361620405,0,0,20.7017134148766,20.4338288933258,21.5705186500127,19.0635030476352,17.5734918693199,18.7603983455003,18.9496927966612,21.2161069841772,21.7862030113672,20.8332336971475,21.0920764078259,21.4923573683329
"XP_020614388.1",22.4541745173239,22.3159723733648,23.0520185552042,0,0,22.802142600142,18.2410660961797,16.5099914418221,23.8828253977466,19.7824655820488,21.5561332047517,21.0120973052242,21.4517046392367,20.9537666226473,0,24.241774230892,17.3548433794285,23.6201541463075,22.4110203302614
"XP_020616291.1",0,0,0,16.799319570703,0,0,0,0,18.945983854313,0,0,0,0,0,0,0,16.5762333649994,19.189040293337,19.0046237315408
