"","Ofav2","Ofav59","Ofav24","Ofav4","Ofav5","Ofav8","Ofav21","Ofav7","Ofav10","Ofav23","Ofav55","Ofav1","Ofav26","Ofav43","Ofav60"
"XP_020606700.1",16.5884657726451,17.8362168216492,17.8379420103504,0,0,18.7330782316084,18.3152689915692,0,19.759730548841,0,0,0,18.4551538503242,9.47685241115696,0
"XP_020619952.1",19.9996628746181,21.6362241132924,21.8512293845266,21.2799772064568,22.351113123742,23.2020632753231,21.2594174373311,22.4860569813743,21.6099474653106,22.3032503694058,0,22.7251478539419,19.6921991066791,20.6144705563794,21.2493222776247
"XP_020602195.1",0,19.2894042995243,16.7126479006123,18.8125314414723,15.9811435796412,19.0125290645237,0,18.4643981741255,0,18.839705115275,0,20.2287240352873,9.15544171954332,0,9.17045748396493
"tr|A0A1Q9CDH5|A0A1Q9CDH5_SYMMI",21.1785852269258,22.9832192635367,21.8089205884503,22.1673571950892,22.019439041627,22.2738391282278,21.9560304540751,22.2962533313656,22.2795179183073,22.1977857139547,0,22.7645997781841,22.5402192924487,21.680789925557,21.3909843550181
"XP_020632766.1",0,0,0,0,0,17.714788841211,0,0,0,20.8014091871533,0,19.9192598309523,0,0,0
"tr|A0A1Q9C3V5|A0A1Q9C3V5_SYMMI",0,0,0,0,0,0,0,0,0,19.9975557770176,0,0,0,0,0
"XP_020614364.1",20.4773402837166,0,21.4815264965634,22.4111786418766,0,25.3849831281389,0,25.386237375887,22.5802275091881,24.549509844016,17.4475110753082,0,0,21.0728854296662,20.0840253577781
"XP_020600926.1",22.5425050459013,23.6062157603211,22.3293444290708,23.805421229675,22.8825596557707,24.358309737332,22.2996023954959,24.2787594611659,22.8357445382469,23.1053869554199,19.4141711345672,23.6173271819667,22.8806563484855,23.3159243478884,22.0482182284338
"XP_020620773.1",26.819754124029,28.3707657373225,24.0234715510809,27.1208043786309,26.6135420375977,23.1167692602899,26.027514102293,23.0146459177881,24.466371068903,23.8237459439709,22.0296515353468,27.5236818795303,24.6626719657992,24.5628708387414,24.8117934111901
"XP_020606944.1",19.7560855325814,21.2788946279658,21.4856666984569,19.9150434334708,21.1750554741706,22.7067879247035,21.0869298798669,22.8322250061653,21.1809659714818,22.3930195962613,19.9376166361029,21.3295207399851,20.7202811613929,21.1710746727432,20.5416380308403
"tr|A0A1Q9CSI5|A0A1Q9CSI5_SYMMI",19.2788056050053,20.8049573600377,0,20.3749641051236,18.7011067507653,20.3134067604401,18.559141790867,20.2143060755392,19.6473407220454,19.3194405959588,0,20.3747030622301,9.27053128742446,8.71429049825192,0
"XP_020612973.1",20.6957372006673,23.0875834263989,21.4512971516955,21.6261818109932,21.9831919461023,23.0570165090871,21.4579133702053,22.0563899819843,22.6977398705015,20.091715585846,18.3980380348352,22.6047678956314,21.8702984072384,21.6431743938507,21.2498230136892
"XP_020602011.1",20.9818271560922,20.0547063208468,21.3345095346892,0,24.7019219760552,23.1220255619321,20.0946821021364,21.9815481204248,21.2916524272534,0,0,23.2948849387038,0,10.4355860209336,21.4114976750998
"XP_020619202.1",20.1037757113509,0,21.0781534143593,20.6750680267574,20.5326003898166,23.2945448904985,22.293758167874,23.5442467288659,22.6703610452001,23.660527499354,0,22.7879894437889,17.8820906016876,21.8902033367302,20.3214734959062
"XP_020601628.1",25.1916262639038,26.4684204981981,25.675975413523,25.3072447665308,24.8406394005801,25.8563858462834,26.0072145964859,26.0904044463109,26.0153461593107,25.8019998979563,24.8972504074595,26.0723515869091,25.6371462936027,26.1887713471308,26.2281235572687
"XP_020625713.1",24.8555535955208,24.7478846749616,24.9941475717529,25.9271550908234,25.0451082646985,26.8817914314667,25.3050820045158,26.5076645322916,25.6279870856255,26.2546951540441,21.2235793012115,26.8849536911344,24.3430717876479,24.3832177168649,24.2661421571152
"XP_020607666.1",0,0,0,0,0,0,0,0,0,0,0,18.1365516473165,0,0,0
"XP_020630032.1",22.31051321354,22.7848558649414,22.672466131633,23.5698870065903,23.7417298933787,25.5865482548477,22.6555335618795,25.5701435256258,22.9304610562239,25.5742701700344,0,25.3131179046079,19.9385853515579,20.6929400830732,22.7657928870403
"XP_020609660.1",19.629546948889,16.2937769678194,20.6339140490717,21.899394172984,22.0341464181015,23.9154615578809,19.1515294442746,23.8873938328237,22.0940528721226,24.4777704310897,0,24.416192237709,0,20.0939778014382,19.9018648121144
"XP_020606701.1",0,15.705470399034,0,0,0,18.8189409842776,0,0,0,17.8410790272288,0,0,0,0,0
"XP_020619959.1",20.9263734594849,19.9406304711428,18.5947073024425,21.5646421422894,18.2423786527341,22.7919178182938,20.4253193883656,22.3264752970012,19.6473231533995,21.5742890843466,0,22.2987305217261,20.8677047104971,9.08221533772805,10.1713346792048
"XP_020602198.1",18.059550430725,20.8736145801548,18.0071203678428,19.2901246217261,19.3594342966003,20.1250261967217,19.4400601006914,19.8657468612882,18.5907661184693,19.0845982077953,0,19.5324641508918,16.9752294622127,0,18.6840585814923
"tr|A0A1Q9CDN9|A0A1Q9CDN9_SYMMI",0,0,0,0,20.6354674929241,0,0,0,0,0,0,0,0,0,0
"XP_020632768.1",22.8746817978736,23.0818668149707,23.4691194776034,23.6929486361262,23.440717248698,25.1216144957384,23.088385991504,24.3310077333677,24.0097702828764,24.4694405432318,0,23.8601445777159,22.2863236962699,23.0924500755674,22.7737940177052
"tr|A0A1Q9C400|A0A1Q9C400_SYMMI",0,0,0,0,0,0,20.1393377560906,0,0,18.0137315797314,0,8.53401648925926,0,0,0
"XP_020614368.1",24.6490789049864,25.5991031263519,24.8179426854093,25.4559385219277,24.9166354428831,27.0355529106092,24.5551370428422,26.4350576550988,25.5677506278512,25.6112795097173,19.1712378927101,26.14517952869,23.6634484961018,24.8504406186238,23.5367089232876
"XP_020600927.1",22.1397271396711,21.2267984663619,23.3825265360426,22.7608033817174,19.4337178679314,23.4264975444348,0,22.8489909676943,19.9151163973848,23.3179768566632,20.0597312902994,22.0498264782553,23.0363298515831,19.4149510859694,22.9019449920652
"XP_020620774.1",0,0,0,0,0,0,0,0,25.6782683228008,0,0,0,0,0,0
"XP_020606952.1",0,20.440201061025,19.9638119112717,19.3714597440269,0,0,0,0,19.439654382583,0,0,20.398001538746,8.3660638341539,9.34975742150821,9.04918313402749
"tr|A0A1Q9CSL2|A0A1Q9CSL2_SYMMI",0,19.645037405752,18.3684169382479,0,16.168299958849,20.7432870152229,17.8962318715851,19.5701725719316,0,20.0424676286058,0,19.2017189016768,0,0,8.48109216518436
"XP_020612974.1",18.8266570974441,20.8170304810934,18.3356476816836,19.5268831680562,0,20.8300253807097,16.7552657634449,20.1371500091894,17.7695989756111,16.6761912534574,0,20.6092933569046,17.645526108693,17.4343648365992,0
"XP_020602014.1",19.571950724991,19.8265469356581,21.706927218175,21.3984310950214,21.5019688364774,21.6874436054948,20.7584615336038,22.4442634655491,21.8437861357261,23.0411031443674,0,22.5819172125167,20.4122680728586,21.172683682615,19.6938244820097
"XP_020619209.1",18.387516730032,20.4419239229815,19.5446305627114,0,16.9973448978974,21.4657203373677,18.457625358483,20.2376336136413,0,17.5666784205984,0,21.7509863973389,8.91986332038107,17.6069773909615,8.08719954191793
"XP_020601631.1",17.0879496521096,18.9288566407386,20.2074945950456,0,19.5812502413975,22.8311504565779,0,22.4140557463164,20.1462044459209,0,0,21.4934633960199,21.6386850847902,19.2053551176392,18.0796046331881
"XP_020625723.1",0,0,17.6501191446272,0,0,0,0,19.166293051969,0,20.0381862382343,0,9.46626165872723,0,0,0
"XP_020607668.1",26.7057631591018,27.293358163781,27.0502568991796,27.3140525428573,27.0536179560437,28.130767941815,27.1015757319132,27.7940075062546,27.6732298413052,27.7022454175347,24.7462192191838,27.9510361532436,26.6657849306041,27.0104762926392,26.8914857799182
"XP_020630033.1",19.6932470192576,19.9705258251835,0,18.8832190237831,0,21.5312962587249,20.9809212255481,21.0767379760076,19.1474856800773,20.8712698228379,0,21.3365089864243,19.3529183966097,19.2456312511096,20.1842911627739
"XP_020609664.1",0,18.4112585671221,0,20.2497997865179,19.9002137996827,19.3814647952005,0,0,0,20.1050810965993,0,20.2070707535928,0,0,0
"XP_020606702.1",21.776589254046,22.5306080341129,22.4517773209057,22.2256602207726,20.8102797878197,22.9706457088202,21.7798063056992,23.0172517249376,22.6626651162251,22.3632987578071,0,21.7010518972822,22.4581271350969,20.8196714165812,21.0514820965494
"XP_020619963.1",0,18.5893036840969,0,0,0,18.3101734098612,0,0,0,0,0,9.10015956769252,0,0,0
"XP_020602201.1",20.522626545813,0,0,22.3897933279516,17.4638037278983,19.387956302602,0,0,19.8015836457748,23.3561683659142,0,0,0,0,21.1960083756251
"tr|A0A1Q9CDQ6|A0A1Q9CDQ6_SYMMI",16.6030467398838,21.0844016228531,21.0789736155203,18.5176886087681,19.3770219609422,21.5289333562359,18.8037306792923,20.3180164516319,20.6860636050587,19.3714810146834,17.9323820199557,19.5051527314292,20.614868768189,19.9177795341542,17.6349033949775
"XP_020632769.1",18.9777410908747,22.3058432739478,21.2358465415714,16.8246480385238,21.4696601981624,21.4122891801596,21.3462025985894,22.0569389727158,21.288338350834,21.3866187655857,0,21.0714706299706,21.1187904991411,20.6706149063947,20.5244103680095
"tr|A0A1Q9C427|A0A1Q9C427_SYMMI",0,19.6873295458766,18.5611947004656,0,20.3744653675294,0,0,0,20.6859866383357,0,0,9.76938527944553,19.4611834323288,18.070544104769,19.9783452204845
"XP_020614375.1",20.5602031366074,21.7663206346204,21.6644025781149,21.2891774361189,20.3403901905467,22.6209574202056,19.4153064550731,21.6717626181857,21.0409966646675,20.9578027688331,20.5927718113764,21.373504463485,21.7198027512506,21.4931372000803,20.8398391768401
"XP_020600930.1",23.4118919926615,20.3959001682053,23.7637791925959,24.0801245471178,23.1423387872916,25.3920949419713,24.0007371872398,24.9121770923264,23.4889939772475,24.9091452910723,19.8701946201843,24.3952418351389,22.9097637001755,22.3270419956288,22.6494098737003
"XP_020620778.1",23.2060257081074,24.7625068921182,23.8270244688628,23.7132630541774,23.3147271952816,25.2134522809696,24.2593529960219,25.116275776407,24.2265767538601,25.1535075396086,20.2427240475716,25.1870627777621,23.2692387437267,22.5875806825194,22.6977854807739
"XP_020606964.1",22.993754365041,23.4948976892343,22.170422977246,23.9529639890007,22.2525617835235,25.1969012277912,22.2193750510709,25.1335031305037,22.8183307645544,24.0424033345215,17.1920134193883,24.3423147203661,22.0942123071966,21.6455062733541,21.4261843800332
"tr|A0A1Q9CSN8|A0A1Q9CSN8_SYMMI",19.2432135060205,18.9181498872665,19.3794777892432,19.6710555211188,0,0,19.9201274748693,20.2833110884212,20.96972447287,0,0,0,0,20.2579495092788,20.9052934196173
"XP_020612977.1",0,22.2987889269798,21.1865610217295,0,0,22.1725944527092,17.9600868019739,21.1849292037959,0,21.537495220216,0,20.164441015314,0,0,9.14049183613017
"XP_020602015.1",18.7617557330609,19.3622627709876,19.6519013261566,0,18.8238647725686,22.0985413629905,18.2183598415071,22.5619742737999,19.8541333256829,22.2653074287973,0,22.2461521686898,9.38700582228023,8.69518945420759,20.7403653422679
"XP_020619212.1",0,0,0,16.9735516367026,16.5775025895991,0,0,17.5517307885368,0,17.8125345750308,0,9.22349114995451,0,9.11415335295584,8.33816450623534
"XP_020601632.1",22.0678915512271,24.6190884835598,23.162156034903,22.4332117792957,23.9417756017262,24.3842101911405,23.6277405932447,24.2446330568498,23.8982944303142,23.9600847686907,18.5788038608793,24.4941096407162,23.2634991359471,22.5978352924887,23.1523004525828
"XP_020625724.1",0,0,0,0,0,21.5185979325934,21.567601955255,0,0,0,0,0,0,0,0
"XP_020607672.1",20.4556763880852,20.2345145774181,22.3444836563026,22.0226857924262,22.0755800135477,23.3248613363806,21.4246732536547,23.0698912456816,21.3184793700089,23.1167121591623,18.8954303192724,22.4474883705485,20.2928336198398,21.6638368167497,21.5100980094493
"XP_020630038.1",19.0090877734722,19.6889178792812,0,19.940056892522,19.7146496759693,20.7850061866928,19.3855359411507,20.6504461304152,20.417408566405,19.7615496093078,16.9320416957091,0,20.3741754231325,19.7322445204507,9.38117317491959
"XP_020609666.1",0,17.7610512199799,0,19.0068163984143,16.6805930304354,20.9081675632954,15.0675183922701,21.1757560256814,18.6358066708426,20.3783763591727,0,20.2468888112536,0,0,0
"XP_020606703.1",18.5573103712022,0,18.222233598901,18.9323502982069,17.6431586246316,19.2271058826723,16.20225776903,19.4749694247669,18.5516519427916,19.3428668108648,0,19.2676495041928,17.0514717431791,18.3838979433693,17.6888565028156
"XP_020619981.1",18.9067174101502,19.9116392159187,18.8718360699752,19.2902596421091,20.2113381792987,20.459740779046,0,20.8865844699553,19.3486265901528,22.9513418162463,17.35956941806,22.3339391202861,20.7350251504695,21.5406117310414,18.3807964195755
"XP_020602203.1",19.4779143613206,20.9172883017519,19.8210903955777,20.1320741782701,20.5690406366289,22.5852479636778,21.2886875597027,21.3911528432509,21.8417082998683,21.8193242629525,17.9395734754769,20.8288007032274,21.6877085615505,21.0675552132821,20.2116519358977
"tr|A0A1Q9CDQ7|A0A1Q9CDQ7_SYMMI",18.928509700741,21.1207169189063,20.3624853849978,20.5436955040079,16.6874440326674,21.811529528924,0,18.2284476372229,20.7644998895346,20.3014772162588,0,19.6042917245358,21.2351913109822,0,0
"XP_020632775.1",0,0,0,0,0,22.2040400293679,0,22.220724601819,22.6256912319335,0,0,0,23.4770727193145,21.9513630551362,0
"tr|A0A1Q9C446|A0A1Q9C446_SYMMI",21.1509700710636,23.4682433112106,21.8937477559196,21.3619614381795,19.6549104372364,23.4836998005699,21.7137258989095,24.0000675016113,23.3486785886127,19.7896625877186,16.0507839563649,21.325215970942,22.7233677242613,22.3804718116362,22.1369798490717
"XP_020614386.1",0,0,20.3080823419164,0,0,0,0,0,20.0405960835086,0,0,0,20.2935555084491,19.9968768378383,0
"XP_020600934.1",16.7746969912817,0,20.3152877897272,0,20.3412592833167,21.9732674917103,0,0,19.4751258216625,19.5395090953909,0,20.803579705561,10.7756788205749,0,10.5523483212904
"XP_020620782.1",0,22.248786084966,21.3193176521123,0,0,22.632718584402,21.2215806314258,0,21.3804700489289,0,0,0,0,0,10.4266170796071
"XP_020606966.1",0,0,0,0,0,0,0,20.110826090642,0,19.5957801393149,0,10.1835991150318,0,0,0
"tr|A0A1Q9CSQ2|A0A1Q9CSQ2_SYMMI",16.2967370056865,19.9928622904883,18.122024139623,0,0,20.5846295038816,0,18.9449836616116,19.5508050179922,0,0,0,19.3410802530352,0,0
"XP_020612978.1",17.4908430441582,20.237248479795,0,20.2848929897978,0,0,0,0,0,0,0,9.58582663525347,9.5957501256373,0,9.03511551482558
"XP_020602016.1",26.0130275286632,25.4431748433842,26.2685972344653,26.8024833933785,26.4778352199945,27.7005349536979,26.223779513028,27.6098300340837,27.0947073980975,27.7943224597036,23.4058319720715,27.4863472911552,25.2313585789051,26.6053468572898,26.1419944816473
"XP_020619216.1",22.750756660108,25.797079675868,22.7165218325883,22.8952648142431,23.8694469046646,25.3634422406972,24.1929715823025,25.1689640628353,22.2042191793424,25.3711947318839,0,25.526154059498,22.1427938239624,21.0668882089471,23.4102495836109
"XP_020601640.1",0,0,0,0,0,0,21.9011707319142,22.4890279208117,21.117435748787,0,0,11.3332746547311,0,10.1485191374729,0
"XP_020625734.1",20.3994542195771,19.2670083767912,20.1949648057864,21.9017562956781,19.6112643954277,22.5840277589009,19.634433526769,22.762091838258,20.0439364269891,23.7997773528662,0,22.1773804807769,19.3039755394812,8.53149210431616,17.5242047898434
"XP_020607673.1",19.72429234523,23.1320024561127,21.8261461705985,21.3163273887412,19.9227135988729,21.4889350336373,22.5755103949349,21.8415877649232,20.5895386875758,22.1457807421407,19.8924672197435,21.7123516165731,21.3656252539302,21.2667703495303,20.5659624601724
"XP_020630044.1",0,0,0,0,0,0,17.7077298428368,0,18.7668168029188,18.1323541273615,0,9.15708139318882,18.9351206285881,18.2223037692824,8.76183840299308
"XP_020609670.1",0,0,0,17.366586888985,18.494554835462,20.1856800209041,0,18.0504385642131,0,0,0,18.9412171494771,17.220436970865,0,0
"XP_020606704.1",20.6427647741419,19.8960500085523,21.0487323098714,21.3884803546519,21.2887832957576,21.4663528327458,21.5279603930036,21.6246210080707,21.907125756984,22.5869664260443,19.1618970289792,21.661305151566,20.9379542336057,21.1338837894743,21.3878531010257
"XP_020619983.1",27.4537857696685,27.902795506064,27.5083419250287,28.3536895742708,27.793928214677,29.1147100527174,27.970511502767,28.7466273295354,28.0039652757534,28.7226458413209,24.2870226374612,28.8910533485924,26.844172556409,27.2773893589514,27.3097190481916
"XP_020602205.1",23.525101739693,26.1480622563347,24.7570489907577,23.9436545654055,25.2194471746988,24.6182596317243,25.1021346661733,24.4475207231543,24.6158824435633,24.9231584840575,22.1623252474871,25.1960025377106,23.9064033198171,24.0279770257494,25.2762907451996
"tr|A0A1Q9CDU2|A0A1Q9CDU2_SYMMI",21.9682129127985,23.7681896767409,0,22.7187065719685,21.0285731718641,18.3897027530484,0,19.1849310192964,22.3049664969449,0,0,0,11.2523019773541,0,10.9594085128956
"XP_020632799.1",0,16.178197984585,17.8467819683046,20.5284092776727,15.0161553761633,20.2294302504049,20.2234679438021,19.6315305653444,19.7403753484049,19.0241576079824,0,20.8747151058119,18.2447644717591,19.972471683863,18.8432508462276
"tr|A0A1Q9C461|A0A1Q9C461_SYMMI",0,0,0,0,0,0,0,0,0,19.4609617651892,0,0,0,0,0
"XP_020614387.1",22.2399879876504,24.8905690046178,25.5113069114295,23.3997609894381,21.9002864117114,23.5026131972004,22.7029008326236,23.1254807912672,23.6581165588282,22.4621390229143,22.3577799097699,21.8171109005585,22.9373795314568,22.3681425843977,23.4101270938506
"XP_020600936.1",22.0491974592531,0,0,20.4586399060128,0,22.4778681767793,23.0944087607018,21.9245910805381,0,19.2323389450202,0,0,0,0,0
"XP_020620784.1",18.5796879081055,21.8268560655495,21.5333796412256,20.0221524005837,17.5185379051089,23.8476153030254,17.7356948396113,22.9998268030748,18.5742276335836,0,0,18.8754542670673,9.64071714348165,17.5840233932159,0
"XP_020606969.1",20.2597168325489,0,0,20.2039513418985,20.682004427329,20.3169454871815,0,0,20.6922587678619,20.0688110728146,0,21.4395841839614,0,21.5304051222535,20.8969101554018
"tr|A0A1Q9CSR0|A0A1Q9CSR0_SYMMI",18.1939343715506,20.5927718113764,19.3682016333785,0,0,19.0058575166854,0,20.3600336675799,19.8592086896783,0,0,0,20.2737431044711,18.30366946367,0
"XP_020612981.1",20.342551090977,20.780415613926,17.7883933532954,20.2656551034959,18.6842178382473,22.1312286659221,21.0274869148045,21.5609862767732,21.0758114193199,21.9213946010733,0,21.4085141844657,20.5604984189626,21.6079943716568,19.1332982311283
"XP_020602021.1",25.6772980390172,27.1350490543273,26.4628274501431,26.3328771819534,26.7856915566539,27.7375010981887,26.8754170445007,27.6489054976142,26.706426128218,27.3622303676848,24.2146547733562,27.6431508072198,26.6303793930598,26.5284255480567,26.1947091540215
"XP_020619219.1",22.7868807981393,23.7079274812016,23.5397084591049,23.2755449714732,22.3984308340608,22.1119713944318,24.1751170144966,22.7178933026227,22.9652560333695,22.5084295133516,21.6317867612814,21.9775782929411,22.2019247023633,23.2046734988512,22.609750156869
"XP_020601643.1",25.1644538088798,24.6090667200174,19.8155349654678,25.6353669917243,19.9357477686359,23.3088785099081,0,18.9533922283463,0,22.5879965217895,0,0,20.9944797075097,18.5184212435464,22.1897019121864
"XP_020625737.1",0,0,0,0,0,0,0,0,0,0,0,0,16.9590104330443,0,0
"XP_020607690.1",16.9099516639477,20.4097648629378,23.439231426788,17.8922048232794,23.8693612384993,21.2079169379456,19.4329435083479,19.3517350988823,18.4177000839405,22.7975803941387,18.8677312004032,22.6807316831599,20.149955230175,18.5722576019494,10.1955924205546
"XP_020630083.1",22.7567377148415,25.7957658839861,24.0312375297172,23.6946636298036,24.1590579061812,23.4297940298749,24.825806762013,23.8382524600159,20.8418491671213,24.9471428976022,20.1338308068579,25.2291273850579,22.8326039727665,22.2733444784453,24.1359417973899
"XP_020609673.1",22.2548495661518,25.3466072295212,24.2143486945648,22.902519933502,23.2159100544697,24.0589105570134,23.6465054256623,23.8725706192445,23.9646621142082,23.814810188486,19.4546105596696,23.8471941032044,23.6898754285473,23.255768407551,22.2837909769118
"XP_020606708.1",0,0,0,0,15.9522634846259,0,0,0,0,18.9727021886033,0,18.5792771613895,0,0,0
"XP_020619997.1",21.5348618618003,22.5504417302077,22.4289998043545,22.7052908829099,22.2531737529263,23.9591217313025,22.7216818623595,23.7378308545319,23.2344887032809,23.2834372804631,17.4113868521099,23.5853331606474,22.8354528471739,22.0563589169307,21.024956270605
"XP_020602213.1",25.1249450547427,26.3377991071362,25.8068065617345,25.9491654113058,25.5287332429247,27.7398041746235,26.0284306683236,27.2577001473665,25.9174703982702,26.174539723233,22.7223741723884,26.9409280612067,25.8713829892455,25.3567156553012,25.5442400764073
"tr|A0A1Q9CDV9|A0A1Q9CDV9_SYMMI",0,18.6492386321818,20.2179778077088,0,0,0,0,0,0,0,0,0,0,0,0
"XP_020632802.1",20.7017134148766,20.4338288933258,21.2161069841772,21.5705186500127,18.8795443627524,21.7862030113672,20.8332336971475,21.0920764078259,0,21.4923573683329,0,19.6893638933224,17.6513410878773,18.9119506965678,18.2615923329905
"tr|A0A1Q9C4F9|A0A1Q9C4F9_SYMMI",23.6109924800417,0,0,0,19.9211741058957,0,23.5717268399993,22.6361530724967,23.785564316272,0,0,0,0,0,10.9665775109778
"XP_020614388.1",16.5099914418221,23.8828253977466,0,19.7824655820488,22.3159723733648,24.241774230892,17.3548433794285,23.6201541463075,22.802142600142,22.4110203302614,18.2410660961797,22.7530965362641,0,21.5039189219942,20.9829319639358
"XP_020600937.1",30.4963549257541,31.2936379161948,31.2475841686302,31.2206046206629,30.8615666326727,32.7967315886741,30.7984680041523,31.8286267860326,31.434549507638,32.2400579655632,28.490486681714,31.838040197145,30.2876964782708,31.0827556483554,30.7695260853543
"XP_020620786.1",0,18.1081007090611,17.8057123884142,0,18.3970353247456,22.5315768344522,19.2022314593473,21.0186043096284,18.156354701911,19.0436975152809,0,20.6725271947524,0,16.0206084453399,9.23528376358556
"XP_020606970.1",19.6409650870366,19.266642443307,19.2803244796787,19.9071708771706,0,20.9919902440137,20.7171542725956,20.5819296687682,18.8612232429605,21.0329907273142,0,18.1145871251659,15.7530696963602,19.9053251692378,18.2968271894358
"tr|A0A1Q9CST2|A0A1Q9CST2_SYMMI",0,18.6320828617738,23.012431026259,0,0,22.2013501067577,0,0,22.5660459064091,21.2736687032224,0,10.0719139294197,0,0,0
"XP_020612984.1",21.1820821104239,21.6516285339983,21.9175428981124,22.0570844533129,21.7266460000925,22.305987960511,22.3074507055721,22.5454257348391,21.8028527694135,23.4544066126863,20.1100614119493,22.5736920660332,21.6467365751212,19.1994116644432,21.323286070779
"XP_020602027.1",27.02477357375,29.4857725250057,28.0142067184971,27.9740135211237,27.2842463412182,28.2732724059277,28.2878554664218,28.0760130990364,27.5082025707268,27.5045426526356,25.740823531376,27.7686481445514,28.2418082992931,28.0471631900304,26.3946404202924
"XP_020619223.1",26.3272547163496,27.6773257118954,27.2404393507539,26.7249855240129,26.0649157197915,26.603375414183,27.4322270865203,26.2898936337335,26.380526840696,25.7697958075415,24.6907564212226,26.1734434980033,25.972582760279,26.9119692603276,26.4983443627777
"XP_020601655.1",22.6216029814327,22.9545436957063,22.1336668408152,23.0204345551533,22.9236609862321,23.6539611456327,22.386778988256,23.2388821115115,23.1672421780055,23.9842033900961,19.7784605896957,23.9335962461363,22.9204354682068,23.046438270979,22.5831185351631
"XP_020625738.1",16.8719653807759,20.8548021977663,19.0929300153342,19.4356722954216,18.3073297933491,20.5846570271953,0,19.9211857308651,18.4134089366287,19.9018523938176,16.8306018571863,20.7634124731382,19.250211213187,18.6771367715318,18.9124773418895
"XP_020607699.1",0,20.770012934589,0,0,0,17.3789975379265,0,0,0,0,0,7.62745894209081,0,0,0
"XP_020630084.1",24.49992305487,21.2809966945093,21.5186723632057,25.1394692667695,0,25.7106551926845,25.0556568280625,25.560896072901,25.4947694490038,0,21.1532235850716,0,23.034591384847,24.0635206314836,0
"XP_020609676.1",16.6692864770374,18.9624583103097,0,0,20.5296488285328,21.6614741125289,19.1011370207364,21.0698201332203,19.8040285820634,21.4480331013246,0,21.4997535545189,17.7076151645961,17.856490542632,19.2923614812009
"XP_020606715.1",27.1235048436319,28.0537856688953,26.7224793843342,27.7773220260628,27.0796697833347,28.2082942716062,27.874876696353,28.1912888203157,27.6110153175573,28.3555960461416,24.6252222843689,28.2544615414736,27.1367736738747,27.4454265293273,27.054509413007
"XP_020620004.1",23.8956964744122,23.5645662085081,23.9057693834988,24.7261638385944,23.9188021977771,25.8467620061528,23.521020597076,25.5325489379936,24.3081250570042,25.8876786943488,20.1823979907886,25.699672581023,22.5893315847058,23.6604370075291,23.8667168003012
"XP_020602222.1",0,17.995546349359,20.1882181667837,20.5586533281931,20.0336232962203,20.543723819425,19.3826683502677,21.4200481017382,20.2427705590771,21.9614846687249,0,21.9286382656234,19.5252267273139,20.2308059439492,19.1075439532446
"tr|A0A1Q9CE07|A0A1Q9CE07_SYMMI",0,0,0,0,0,0,0,20.280821733607,0,0,0,0,0,0,0
"XP_020632803.1",23.0380376667653,23.9146261001802,21.7400611230143,23.9024867202602,22.5195098030326,23.6834501059371,22.7289698808512,23.7423202308916,22.9308851110212,21.3908223320465,17.3198220411189,24.2047714150913,21.9147334270158,22.468680287182,22.2994640922072
"tr|A0A1Q9C4I5|A0A1Q9C4I5_SYMMI",0,0,0,17.7036805677116,0,0,0,0,0,0,0,0,0,0,8.44238933503506
"XP_020614414.1",22.2351187600644,22.2143757477278,24.1386360851544,22.9465559741908,22.7533810141477,24.1742016359813,21.9138671108276,23.8030082263723,23.2242488846921,23.4547015421005,17.4113040889073,24.1931683002045,22.3440289377439,22.5096846526759,22.8633538279136
"XP_020600943.1",20.144948204395,22.6090093827655,20.7149841529142,20.7821287900216,21.1343943567994,20.7555632484392,21.6252455318839,20.7237584214122,21.0860228101149,20.9201267477784,16.0352071985121,20.5908866101306,21.8872242014265,20.8748494972417,9.81186485067252
"XP_020620787.1",0,0,18.089910767432,0,0,20.3935171988707,0,18.6837382541846,18.2526700517277,0,0,19.9996054978784,0,0,17.5135754365537
"XP_020606972.1",0,0,0,0,0,18.5576469287462,0,18.9491798191665,0,22.9772196464164,0,0,0,0,0
"tr|A0A1Q9CST4|A0A1Q9CST4_SYMMI",20.141762899975,21.7064930670788,16.0711271249483,18.7980445642297,21.2796712195049,22.1792837631802,21.4187055218975,22.360086462481,21.2226186344933,21.4739806634531,0,19.4494194870663,21.5862933737071,0,9.82850305317684
"XP_020612986.1",20.7078166090971,23.9537313719194,22.0298368558319,21.4201509298995,21.6356884546943,23.2261218315904,22.1521433900697,22.224983493267,21.6498582918324,22.2515537775636,17.1070842283916,22.5483254350827,22.6311017833184,22.5997992133522,21.7976222361457
"XP_020602028.1",26.9570586666781,28.6959366246929,27.0132267020837,27.1469054851168,26.3216260789407,27.3281091427264,27.9042434250024,27.8730012401922,27.0629615401508,27.3852746298323,25.272394323321,27.4393826143781,27.3579341524287,27.2939777266769,26.9661585815338
"XP_020619228.1",0,0,0,0,20.9092522077443,0,0,0,0,0,0,21.955822320016,0,0,0
"XP_020601657.1",16.8672666721485,0,0,17.5471129330473,0,0,0,0,0,0,0,19.6631005400513,0,0,0
"XP_020625739.1",0,19.2293140622324,18.4368945022076,0,16.4228696169836,18.0443674357428,16.8369009825715,18.2368784210452,0,0,0,19.2482090470871,0,16.7483686875361,8.90363028710208
