"","Ofav2","Ofav59","Ofav24","Ofav4","Ofav5","Ofav8","Ofav21","Ofav7","Ofav10","Ofav23","Ofav55","Ofav1","Ofav26","Ofav43","Ofav60"
"XP_020632153.1",22.116341105393,24.7621748383028,23.5671141435292,21.8698246223738,19.1532130685955,23.0821609011272,22.6008450627849,22.5871876152695,22.5062613279632,21.6708036123649,21.1657639055382,17.6520391149524,21.6613010590508,21.6583091009178,22.0059497006123
"XP_020613459.1",16.0221510456866,0,0,15.9135906836734,0,0,0,18.7502261036849,0,0,0,0,0,0,0
"XP_020632242.1",22.1160078847296,23.8573782420224,23.1384307125454,22.4903017586917,19.2621292638979,21.6754716793428,22.4902527857192,21.7440672053894,22.0148844120947,21.4119376237292,21.519797958083,19.3034766620381,20.921953358138,21.7712906094464,21.1398991672582
"XP_020632204.1",0,19.9724624023471,19.6245688034806,0,0,20.4775675706702,0,19.0454317291847,19.1518762334644,20.476687870107,0,19.5049497047704,0,18.4432653160125,0
"XP_020632170.1",0,0,18.2149973119045,16.217484444138,18.1682558809967,21.1695672331714,0,20.2272575094239,19.0556081364604,20.2148159388714,0,18.5864807806442,0,8.68397609031518,0
"XP_020613428.1",23.7761833037893,24.23690666034,23.458204704433,24.423998051438,23.9099821430056,25.5441732227628,23.8181763647712,25.4746097032482,24.0644053862329,25.529433443638,17.9354873726756,25.5212391318595,23.189906985061,23.2837629402111,23.7317789162186
"XP_020632154.1",21.7906082135947,23.7798600962188,23.0572743826039,22.9070943921204,23.3464984485559,23.7310010652179,23.0210279065345,23.6223679116367,23.5579938046825,23.5694756468142,17.3726355407363,24.0471082551739,23.3247637044889,22.1564218136555,21.8524663190297
"XP_020613462.1",25.2655286697687,27.249317630991,26.2526492107299,25.9790007543395,25.942390046054,26.6038178210343,26.4358505083557,26.7284789331237,25.642896923187,25.8876317519619,22.6811940081486,26.3179885611922,25.4679400767577,25.5902450649576,24.6666634558506
"XP_020631970.1",0,21.3031670183874,18.0430326253169,17.5032434379043,0,17.7357609376312,19.5893384341047,19.8185291289045,19.3198374731934,20.3841861424,0,19.9911437513571,17.6746689940696,19.1138411410359,8.98128705031088
"XP_020632207.1",0,0,0,0,0,0,0,0,18.7571783766943,0,0,16.5521829650482,0,0,16.5359391575172
"XP_020631967.1",18.1234899542224,19.9763137891858,16.8200418081027,17.2192157976028,0,0,16.9458210130482,0,0,17.3829701373058,0,18.7059575425395,0,0,8.40174394910563
"XP_020631890.1",22.9245818387384,21.7368077742539,23.159791746304,23.5755425936175,23.0388029728477,25.0463212470789,23.7962698808314,24.6509820887201,23.5602443098621,24.7303957626402,0,24.21740437012,21.8554479162897,21.8544225455667,22.1813071699711
"XP_020632139.1",25.4335936226765,26.5053105853403,25.8251100864242,25.6547912910606,25.9264492233623,27.512739777227,25.8089307734695,26.9325896022089,26.1088489839397,26.6193141931753,24.3270928340196,27.0465067322705,25.6902026614246,26.0567895099447,25.6251647111262
"XP_020631879.1",24.0143657515277,24.5395180288946,23.6679051195367,24.2887722441991,23.8798648676324,24.5274702646976,24.2899508347078,24.2368183650999,24.9173103849396,23.7773010730229,21.5118544563658,25.0077061547081,24.0550375559446,24.2322620391859,23.6749672550466
"XP_020632129.1",18.88268185279,18.8071945270354,18.3466392502074,19.3835756313563,18.1515566950144,20.9954173028257,18.4983389199579,20.0735257624068,19.5872885816857,19.9368981273955,0,20.1819153113138,9.04083273474565,18.9590425866485,19.0375277221754
"XP_020631773.1",25.1273392672695,27.9599083096873,26.3654544269562,25.5321788231518,25.9865431464176,26.7632828269202,26.3248922815393,26.7877068500941,26.3798149241637,27.2264961201781,24.1533444417168,26.6405942309232,26.4790766336603,25.4603120138692,26.2827246526325
"XP_020632122.1",24.1117960916623,25.8913155679818,26.2956331851515,24.9017320400115,26.1409829621647,26.0081063086145,26.2907734654623,25.7867859241678,25.6614204246459,26.1892581394608,24.5115331627074,26.1315132213385,25.6036591733343,25.4577322215894,25.7733695877897
"XP_020631767.1",0,0,0,0,0,0,18.9307055796301,0,0,0,0,0,0,0,0
"XP_020631866.1",0,18.6181668042725,0,18.5731922798994,19.1940522414457,22.467664003567,16.8299828129116,22.2158668151756,20.5020907613536,0,0,19.9050155663626,17.9273146947316,21.093686492998,21.2733379640821
"XP_020631762.1",0,0,15.4127021495281,20.2351459379517,0,21.4958496606374,0,0,0,20.7654714553592,0,10.4247105684563,0,0,18.6420644165249
"XP_020613436.1",0,0,0,18.5955452398679,18.3257138961433,20.5075594848427,0,20.5568399939952,18.5276488106931,19.4564566932987,0,19.3504641797812,0,0,0
"XP_020632243.1",0,0,0,0,0,0,0,0,0,18.0290229531498,0,7.98465953103965,19.4023378528435,0,0
"XP_020631838.1",20.4276698803983,22.1705207791847,18.9733302116326,20.9572855813988,20.5281001775932,22.0319915640273,20.4083867584068,22.1666770674276,22.0536286338269,21.2822304439785,0,21.6688057317796,20.8303625700283,20.8077546315304,17.9671484229875
"XP_020632179.1",23.6223533878866,24.3994375950376,24.2323132514394,24.3339613413981,24.3635097826758,25.747080238469,24.2754405378381,25.5245831714828,24.5875220251567,25.3812702779956,21.1117361671288,25.3002356397211,24.7010816442353,24.0483026858198,23.7165754755012
"XP_020613429.1",26.2840349352788,26.605440138575,26.4619235732694,26.8822927685458,26.6687400619551,28.0436509472906,26.6027897627826,27.6091528555118,27.1128619921497,27.7169449919629,24.4601712045888,27.5613706018137,25.9241772760108,26.6753449415169,26.7546111251758
"XP_020632155.1",25.64941772165,26.4991707666024,25.8392823962961,26.4503768786535,26.1117892677125,27.2385689677141,25.9333110586509,26.7864385230334,26.5912261787672,26.3880578788402,22.8983203585811,27.0398346367122,25.4314086084805,25.3112015790919,25.5396992806251
"XP_020613476.1",20.987944695371,22.3543400577038,20.7980421903381,21.4964837156245,21.039658730442,22.6481427224976,20.754748074824,22.5183815818183,21.8718108830928,22.4118080949492,0,22.4387482351589,20.6618795406385,20.3309909293527,20.4767674346607
"XP_020631973.1",16.7474193954984,21.6378122119621,20.4030172262313,17.2958137668783,20.0731334595538,20.6965948882681,19.9751944457941,20.7210900075757,19.2227265203698,19.8851258569982,0,20.0314184453172,19.3522214443183,18.9848773407788,19.674721068416
"XP_020632212.1",0,0,0,0,19.6317259355155,0,0,0,20.0381862382343,0,0,23.0644597438468,0,0,22.500946947339
"XP_020631968.1",0,0,0,19.6485524422305,0,0,0,0,0,0,0,0,0,0,0
"XP_020631891.1",0,0,0,0,0,18.2222807757072,0,18.4404677324686,0,19.4819590304347,0,19.4073329999578,0,0,0
"XP_020632147.1",15.0853064699916,0,0,0,0,19.3083501411524,16.6392135061857,19.3811901595172,0,16.57809254638,0,9.28232967592025,0,0,0
"XP_020631884.1",0,0,0,0,15.0896159942281,17.5149220490454,0,20.5037995395412,0,20.925439261899,0,20.6510868896699,9.42889180835417,8.29514732265854,0
"XP_020632136.1",15.0940364369395,19.1242197787075,0,17.969054816257,15.2062512720607,20.4572576216945,18.6801706299705,19.7387767412228,15.3518019445767,17.6783181632502,0,19.8462413129219,0,0,0
"XP_020631779.1",21.2215629317166,21.4457888157823,22.2588739423541,21.8288984585826,22.2017090530161,23.6833901347411,22.0180945427706,22.1437739980958,22.8693839264075,23.8223703956065,20.0053901733468,23.2737000083032,21.052428431232,21.8794341597946,22.1904411398288
"XP_020632123.1",21.1240032689577,21.7705126741437,19.3660041134224,21.9942294637399,21.1366238301369,23.5007146224501,20.8794224606089,23.2765108018706,22.1774022006081,23.0838949525363,0,23.2681848767291,20.9446166020124,21.2984788256907,20.4958092883617
"XP_020631771.1",21.7507368316437,23.4074327122657,22.2676022493488,22.8323138719132,22.8959692347925,24.7584231551301,22.5032092204633,24.5773832438092,23.3333957412298,24.09020127989,17.3473704944197,24.1229545958502,22.2481413818676,23.0050535273266,22.6378679474592
"XP_020631874.1",19.3402391322774,0,0,0,0,0,0,19.5603720211231,19.9580159661173,0,17.8323894034953,10.7762184614325,8.95964408399107,18.318414935691,20.4847890866795
"XP_020631764.1",0,0,18.986655913232,0,0,0,18.3669240654923,19.0125290645237,0,0,0,19.3090630207174,9.092091419795,0,0
"XP_020613438.1",18.599763957812,18.8184729576974,18.1211135740161,19.9067056680106,19.7410175884335,22.7157083776036,18.3127012955556,22.7623716971397,20.8538433086526,21.6974431576361,0,21.9106836468831,18.5084571895711,18.8118474483886,17.7430460787246
"XP_020632252.1",22.637054212451,23.1211750869105,21.8877371378098,22.808651383373,21.7858403574208,24.228677868815,22.0410264195978,23.7291233382791,22.5848294946736,23.7433407464245,18.3546238871087,24.1518462844596,21.85191278448,21.7135359794066,22.063263712583
"XP_020631849.1",0,0,0,0,0,0,0,0,0,19.6338555296231,0,19.9864449159157,9.12891718996329,4.53753898684251,18.8935417426967
"XP_020632180.1",24.9203023750504,24.6491238694594,25.0539274140041,25.9228280648059,25.611000559426,26.9672805665331,25.0844756291983,26.412429859511,25.8368339194824,26.4764036906713,21.9908445796084,26.9318052430227,24.3924593124462,24.9182683385121,25.1811047586717
"XP_020613431.1",0,19.230487250254,17.02972937285,0,0,19.298830030721,17.0169497129119,19.325689744244,18.5277633357496,18.0253504735141,0,20.0564754970709,9.30850949635366,0,0
"XP_020631832.1",22.4301005434884,21.3187662055459,20.9384776565678,22.7484080566263,22.2730707761849,25.193598788028,21.9110455778425,24.5310233054209,22.4783521765983,24.1625317029914,0,24.0336784291712,20.9190274399513,21.7347632481071,21.4459926908963
"XP_020613482.1",19.5704412876867,0,16.2885597140058,20.749708239688,20.1880974038963,21.2289366795281,19.1525943174319,22.1096684006133,21.4501344250465,21.9473412207921,0,21.7782529503546,20.5519857819414,20.8176865199316,19.304389129805
"XP_020631974.1",17.2823916589591,0,18.3055051516557,0,0,20.5142218726958,0,21.4868944191929,19.4490377848884,20.8289646813725,0,20.46402825184,0,0,9.01448450688453
"XP_020631597.1",0,0,16.3909414297305,0,0,0,0,19.0813508007541,0,18.1760708584652,0,9.34388774025186,9.18119667341589,0,0
"XP_020631735.1",23.0488412128254,24.3022553484935,23.2085595971306,23.4491530544232,22.9248771846185,25.0576043438849,24.0104328341893,24.7178580122448,23.8453465713961,24.161739373826,21.7888652662514,24.6422658097668,23.1887078169575,23.9477510315222,23.4034331092847
"XP_020631894.1",27.0090782135703,28.0780509022424,27.3373529396505,27.7990054160393,27.0786083102225,28.5156457275802,27.7073030235015,28.221628027781,27.291400209413,27.6170146404388,24.9782958248661,28.0752541203601,27.8043815843596,26.8874727953233,26.6898394920579
"XP_020632005.1",23.1666064321919,24.7017750083239,23.6290967673749,23.9063407884426,23.7537797635146,24.5805373146733,24.13301902407,24.4090141275756,24.3117882891189,24.0322814464442,20.004974782262,24.840320361062,23.085101551389,21.7194143288845,23.4310397805745
"XP_020631637.1",20.118292233027,0,20.7638113009927,21.5533794605625,21.1294786118387,21.8368389745978,20.1025460335621,21.0039151991482,21.5204599448325,20.8880720905213,18.2854609210795,20.1402218799435,22.9861943884747,23.1790924519948,19.9197946799275
"XP_020632054.1",16.5573290709034,0,0,0,0,18.4899380947116,0,17.8013357661321,18.8278977759883,18.0218854612989,0,0,0,9.15016510734264,0
"XP_020631783.1",20.8091330109723,22.7597108433323,19.288570978399,21.4634520315595,21.5633811004642,21.6895352347368,22.8775153708541,22.5909385423086,21.6051028326247,20.6035511905893,15.9489603230795,22.4276804622714,23.0455962765236,22.8723131945957,20.1947031388692
"XP_020631561.1",0,0,0,19.828996436252,0,0,0,19.3980985929179,0,0,0,0,21.8986782870686,0,9.94283850612674
"XP_020613771.1",0,0,0,17.4901379375783,0,19.5581871264094,0,20.3409334348783,19.1280270560195,20.2083641649467,0,20.961801132155,0,0,0
"XP_020631706.1",25.3957140586969,26.8721053565209,26.2902630350367,26.3207533363838,26.1447992058092,27.2583261176591,26.0854529475266,26.6537627103312,26.3960881977586,26.3984028620714,23.3819485813748,26.7351363208557,25.8109776249417,25.8099293259123,25.6885985653164
"XP_020631994.1",23.5372411548444,25.3013477426049,23.428427266843,24.245090959536,23.6576271274383,24.4909766205764,24.1801549402081,23.949356977326,23.9986141002816,23.3986120598395,21.2495388329614,24.3948539479043,24.4830005697525,23.7406888916894,23.4654451559324
"XP_020613442.1",21.2380110617488,22.4800005083364,21.6312094791659,22.3507706128986,21.0409966646675,21.9485287163446,23.1182356674973,22.3357144592592,23.1509401759693,22.3753876313989,20.2922148953782,22.5652180818271,22.5841068239797,22.4134798662592,19.6299447946045
"XP_020632254.1",22.1572827816969,23.8060705737547,23.1656162556096,23.7685481121495,23.3818047164873,24.4225366053887,23.1551642631666,23.8851049052205,23.8298447491602,23.7203692107605,19.4059911136123,24.362991306357,22.9884617678834,22.545399594459,23.3046751673601
"XP_020613797.1",20.02445388774,18.0931647817422,21.4455145384375,21.6767546907882,21.4833606720621,22.9575365821552,19.4206408054476,22.7145014837629,21.8277981733869,21.806798573768,0,22.5685977281075,19.7361669880103,19.6655099683416,19.2516925008431
"XP_020632181.1",0,18.9691644560367,18.3092409658784,18.2705280298922,0,19.9260049219906,0,17.4088189824869,19.6219606325954,19.6825540265896,0,19.3904554524625,0,0,7.77326638821293
"XP_020613432.1",22.4718887632511,21.3291749608622,21.8144428226047,23.190761348084,22.1647667066611,23.9501049167353,22.8318946094025,24.0575949245492,23.3993685522532,23.7463313312052,17.5524814845335,24.0563005806071,21.7040733172973,21.8649434937751,21.4051854308913
"XP_020631655.1",18.976231267267,18.3543656180897,19.4944552229366,19.0678938483008,18.7930984046717,19.655190035734,19.0323874782326,19.576404996978,18.8259742691835,20.2717331522944,0,9.92632037634178,17.8697749930074,19.2036641326075,18.7162583322607
"XP_020613484.1",0,0,0,0,0,22.1656409416445,22.4630875238234,23.8847407612878,0,19.6245152583489,0,0,0,10.0395034153413,10.3140487526137
"XP_020631976.1",0,18.4086490105278,0,0,0,18.9166638223122,19.0068711724111,18.7290663772849,18.4640391419384,19.0162070757639,0,9.2715329071618,8.79957505071786,18.8149803940103,7.98784563080571
"XP_020631605.1",21.2897965820722,21.4630777923753,22.0071833444898,22.6419619819217,21.5177284907672,24.3001610050372,21.5174930268607,23.0811679167775,20.5777607253762,23.6704143203593,0,23.6634894500018,20.6461437330674,21.9090043326236,20.9800098361477
"XP_020631748.1",21.1071257444556,23.3462454850375,21.4105926468448,22.7637296612071,21.3475440564014,22.3117718700761,21.9344874327383,22.1949639043278,21.2151946625353,21.932722624326,0,22.5630551448433,21.736794880218,20.3133924252601,21.5464342791904
"XP_020631908.1",22.782024176495,26.4005871216463,25.6225719827947,22.3953743592012,24.1273823694598,25.2221459860048,26.1849556607075,25.9469528661914,22.9416718295347,24.7120089145403,22.3244330133032,25.8144029501782,25.4297243070739,24.9742985401491,24.7739507930516
"XP_020632010.1",26.5722242138159,27.7581192873885,27.0091305519223,27.4122384311064,27.1350780961597,28.8646761307987,27.0595515549792,28.1222278760631,27.0808742887066,28.0809326176823,23.9766554531275,28.1049563439227,26.3179633572922,26.5553471391629,26.8732398815954
"XP_020631642.1",20.9539228875421,20.856976361622,21.0827201493179,21.9896255989466,21.5160986776414,22.7548493852087,21.0500286358463,23.0889358791365,21.4289157459049,23.0533964596622,18.4491607387314,22.9202431226254,19.4842417569399,20.9359686057912,21.3138654946873
"XP_020632055.1",17.3248397790725,19.4731052150721,19.2087225610775,17.6035756388348,16.2124393875825,20.4868654570177,19.7152364263217,17.8453981644177,19.0714597438147,19.8005413170361,0,19.2227446811207,18.3138060771682,18.4959141998419,18.4806023948781
"XP_020631789.1",17.2532288751604,20.3986716806229,0,0,18.1361149870356,20.9680557265016,18.8279907838818,21.4101371397368,20.5792063537168,19.006186347936,18.8429180816828,19.6513594124613,18.8602677555764,0,17.0048359236659
"XP_020631564.1",0,20.0365774355025,19.3162395409302,19.1239672860547,0,18.8569026761516,0,17.5337479631934,18.2692499795874,0,0,0,19.1197382105714,8.78770683957922,8.77841391754787
"XP_020613774.1",24.0130872441648,23.0796975001927,24.9492758827387,24.7550326736955,24.0572966137714,26.2050555712679,24.3421987403291,25.8191686779299,24.574701556817,26.0131131705324,20.2843169265487,25.0299183222714,23.0762133256857,24.3443210870765,24.1996146951199
"XP_020631707.1",19.4498237026216,17.3852473315691,21.4286857737512,21.2164385945136,0,17.9061331227832,20.2398140988725,0,0,18.8811587812474,0,0,19.6787329344799,0,0
"XP_020631996.1",23.672523213641,24.7172211732199,24.6530123773971,24.3272600795583,24.9250074890294,24.2405141138422,24.4616225141451,23.9103088600243,25.8632587405736,23.8522364070572,22.4320930170703,25.5886120787291,24.5376134802332,24.6985864149058,25.2367014759467
"XP_020613445.1",19.6932300008455,20.2174808941485,20.6420067279121,20.8300253807097,0,22.2409691779819,19.9664758798691,21.719715935251,19.3630973964662,21.2870590740137,0,21.6844291976668,0,9.00996636425232,8.81374913061478
"XP_020632256.1",0,0,0,0,0,19.6013591258381,0,18.4586829559213,0,18.060922812426,0,16.6587313209614,0,18.3523889611531,0
"XP_020613803.1",0,20.2106249747762,18.8668050121454,0,18.1746087711494,21.0748320155205,17.1715384427241,20.212882247292,17.5671911040885,20.0503282869966,0,19.2935062771431,0,0,9.03877557946447
"XP_020632184.1",23.17625184099,0,22.7685249932283,24.2336536843568,23.7201499887337,25.7505783730039,22.7738597704585,25.8770309235837,23.4628952531792,26.1650780218894,0,25.8453596285056,21.9897486708019,23.4162547597199,23.1569702193796
"XP_020613435.1",23.8839516226401,26.4414479188818,24.9030312381206,24.5930092721132,25.1314870738555,26.0967791036027,25.6396385471133,26.3888404479505,26.1487663397537,26.1347266673653,22.2430702316339,26.3074397144779,26.0735492405995,24.5497690832925,24.2633628367196
"XP_020631656.1",28.0937121310708,29.7020810183845,28.2476193781465,28.5693920170759,27.578908963386,28.7199383981011,28.9723166218993,28.7373489710189,29.0023674801966,27.683116451048,25.8168899762347,28.4325028846873,28.934282669345,28.4564277355943,28.0093391919497
"XP_020613485.1",0,0,0,0,0,19.1388392416892,0,19.3143818823611,18.8496524931378,18.9168970317895,0,20.5335480477628,0,8.66954659133093,17.0973503058854
"XP_020631977.1",23.9139252560327,24.7928094042197,24.5729516502146,24.2006392044114,24.4305559808167,25.5086197092807,24.7520187329149,25.2449994994661,24.9610550704858,24.871928026557,21.5023039836798,25.4755139101958,23.5570683887977,23.4256338136725,23.9015751025681
"XP_020631608.1",0,0,21.6416535715635,0,0,20.1198441468332,0,21.1683985169519,0,21.4914034559749,0,10.560459686071,0,0,0
"XP_020631749.1",0,18.3265040988748,0,0,0,18.0700737625448,0,18.1367158158223,0,14.7885654103293,0,8.30605268803298,0,0,0
"XP_020631909.1",21.2231432495915,24.7097141053015,21.5880745501853,22.7440300337037,22.2780520920064,23.0015853246422,23.4359653584466,23.8435669668633,22.0297863162422,22.506936815464,0,23.8858240812376,22.936822224383,20.3873488966315,21.7186531124105
"XP_020632012.1",20.5376516188103,23.0489479463697,22.356337782866,19.8757238578559,22.0128778562258,23.522453303897,21.8688869701286,23.3874732124233,22.4185946131817,23.1571664959057,16.3776850230884,23.0618006213566,21.7459144243352,20.4849761182689,21.6506247591093
"XP_020631645.1",0,0,0,0,17.6644264506545,0,0,0,0,0,0,17.0822175136939,0,0,9.04830868288286
"XP_020632060.1",0,16.7096896560233,16.1039024622767,19.2323155206915,19.9812146699581,22.179666462584,0,22.1783083318851,19.5265011494836,21.7302155374773,0,21.4825938882706,0,8.90657431056891,8.99574154719191
"XP_020631808.1",0,0,19.8581464685303,18.9862948200463,20.0278317719564,21.9243736107339,0,20.7584127343087,20.1286803424933,21.3667944325837,0,20.6031835499416,0,0,9.36067144232842
"XP_020631569.1",0,0,0,0,0,16.357448912017,0,16.3114467761224,0,0,0,0,19.6650021859197,17.8309713406903,8.6592934700092
"XP_020613777.1",21.4539261879179,19.3869465584481,20.7667254269565,22.2274681736316,20.091589050865,23.8268295962291,22.0526904273021,23.6664646847755,21.3187000177912,23.0220416335509,0,22.4808099520605,20.6101482031038,19.8867269789574,20.9876011755578
"XP_020631711.1",21.9515981215623,25.3553790250867,23.3307862935761,23.0056122145722,22.9942379246397,24.5495329340606,23.0014203931965,24.1683788517812,21.9899200494126,23.4162353339902,17.495613037961,24.4941334200976,20.7491103281135,21.332511461361,22.7313130422339
"XP_020631997.1",0,13.6262794165506,0,0,0,17.8030400648875,16.8972427894686,0,0,0,0,0,0,0,9.53171202433122
"XP_020613446.1",0,0,0,0,0,0,18.8321699452924,0,18.284918963701,0,0,0,15.9105526506952,7.6805606673674,8.49701647485015
"XP_020632257.1",0,0,0,0,0,0,0,0,0,17.5391360870278,0,0,0,0,0
"XP_020613809.1",19.6563602662562,0,0,18.6596231610695,0,21.0858931821537,0,21.4375108052542,19.8104759280094,20.9113751630916,0,10.2447226132945,18.1884717186575,10.0934446093608,0
"XP_020632185.1",0,0,0,19.0847279521585,18.4437893866438,20.0105895681588,16.2137117981057,20.9825932686299,19.3600776187997,20.9165595946386,0,21.1360009117753,9.34111497563161,18.045037282331,17.4772344373995
"XP_020613498.1",16.0095006153415,24.6467662811778,21.9124716533704,19.2856392708554,0,22.1511742085688,22.7343348205415,22.2322197697928,19.3470698205145,21.5119943629086,0,19.5194096629354,19.0779312959046,0,18.3526511223948
"XP_020631682.1",27.0291933862322,27.4958773835057,27.0993770781985,27.5552363637368,26.9396306274544,28.494179524521,27.4417769186922,28.2501998631155,27.6390360789363,28.2834067314846,23.9630467852287,28.5071574857239,26.4473517634521,26.3291554605722,27.0559271099071
